,Married,Separated,Divorced,Widowed,Never married,Married (%),Separated (%),Divorced (%),Widowed (%),Never married (%),SSC_CODE
Medowie,4163.0,243.0,541.0,230.0,2118.0,57.1,3.3,7.4,3.2,29.0,12554
Salt Ash,515.0,26.0,83.0,44.0,267.0,55.1,2.8,8.9,4.7,28.6,13467
Williamtown,306.0,29.0,111.0,73.0,310.0,36.9,3.5,13.4,8.8,37.4,14299
Twelve Mile Creek,53.0,10.0,12.0,6.0,55.0,39.0,7.4,8.8,4.4,40.4,13988
Swan Bay (Port Stephens - NSW),137.0,9.0,28.0,11.0,81.0,51.5,3.4,10.5,4.1,30.5,13704
Muswellbrook,3994.0,445.0,843.0,486.0,3543.0,42.9,4.8,9.1,5.2,38.1,12868
Denman,665.0,84.0,124.0,111.0,424.0,47.2,6.0,8.8,7.9,30.1,11241
Gungal,117.0,6.0,17.0,8.0,40.0,62.2,3.2,9.0,4.3,21.3,11810
Martindale,89.0,3.0,13.0,4.0,33.0,62.7,2.1,9.2,2.8,23.2,12510
Castle Rock,77.0,0.0,5.0,5.0,59.0,52.7,0.0,3.4,3.4,40.4,10848
Aberdeen (NSW),784.0,66.0,112.0,104.0,565.0,48.1,4.0,6.9,6.4,34.6,10007
Wybong,51.0,0.0,7.0,4.0,26.0,58.0,0.0,8.0,4.5,29.5,14436
Sandy Hollow,55.0,10.0,13.0,10.0,45.0,41.4,7.5,9.8,7.5,33.8,13486
Muscle Creek,152.0,0.0,7.0,4.0,69.0,65.5,0.0,3.0,1.7,29.7,12867
McCullys Gap,116.0,4.0,11.0,3.0,54.0,61.7,2.1,5.9,1.6,28.7,12540
Scone,2134.0,165.0,377.0,349.0,1422.0,48.0,3.7,8.5,7.8,32.0,13503
Middle Brook,108.0,3.0,7.0,10.0,48.0,61.4,1.7,4.0,5.7,27.3,12600
Dartbrook,49.0,3.0,8.0,3.0,18.0,60.5,3.7,9.9,3.7,22.2,11217
Segenhoe,94.0,0.0,16.0,7.0,64.0,51.9,0.0,8.8,3.9,35.4,13517
Rouchel,85.0,0.0,3.0,4.0,29.0,70.2,0.0,2.5,3.3,24.0,13422
Murrurundi,387.0,24.0,102.0,89.0,250.0,45.4,2.8,12.0,10.4,29.3,12864
Blandford,83.0,6.0,27.0,10.0,36.0,51.2,3.7,16.7,6.2,22.2,10406
Wingen,137.0,0.0,23.0,5.0,70.0,58.3,0.0,9.8,2.1,29.8,14331
Parkville (NSW),120.0,9.0,21.0,8.0,77.0,51.1,3.8,8.9,3.4,32.8,13154
Upper Dartbrook,75.0,0.0,3.0,6.0,24.0,69.4,0.0,2.8,5.6,22.2,14022
Gundy,100.0,8.0,14.0,3.0,46.0,58.5,4.7,8.2,1.8,26.9,11809
Moonan Flat,67.0,0.0,9.0,6.0,23.0,63.8,0.0,8.6,5.7,21.9,12697
Niangala,66.0,0.0,3.0,3.0,24.0,68.8,0.0,3.1,3.1,25.0,12962
Merriwa (NSW),663.0,65.0,149.0,101.0,435.0,46.9,4.6,10.5,7.1,30.8,12585
Moobi,67.0,6.0,9.0,0.0,34.0,57.8,5.2,7.8,0.0,29.3,12688
Dapto,4149.0,280.0,883.0,620.0,2767.0,47.7,3.2,10.2,7.1,31.8,11202
Kanahooka,2553.0,154.0,361.0,453.0,1136.0,54.8,3.3,7.8,9.7,24.4,12055
Koonawarra,1108.0,142.0,283.0,152.0,1201.0,38.4,4.9,9.8,5.3,41.6,12187
Avondale (NSW),642.0,50.0,139.0,61.0,471.0,47.1,3.7,10.2,4.5,34.6,10116
Marshall Mount,63.0,3.0,9.0,0.0,35.0,57.3,2.7,8.2,0.0,31.8,12507
Haywards Bay,478.0,13.0,51.0,8.0,201.0,63.6,1.7,6.8,1.1,26.8,11880
Brownsville,206.0,20.0,51.0,29.0,165.0,43.7,4.2,10.8,6.2,35.0,10612
Horsley,3548.0,159.0,463.0,257.0,1807.0,56.9,2.6,7.4,4.1,29.0,11942
Wongawilli,55.0,4.0,10.0,3.0,36.0,50.9,3.7,9.3,2.8,33.3,14374
Kembla Grange,114.0,4.0,5.0,6.0,69.0,57.6,2.0,2.5,3.0,34.8,12092
Dombarton,90.0,4.0,3.0,0.0,25.0,73.8,3.3,2.5,0.0,20.5,11270
Port Kembla,1693.0,139.0,409.0,378.0,1563.0,40.5,3.3,9.8,9.0,37.4,13245
Coniston,800.0,57.0,216.0,119.0,712.0,42.0,3.0,11.3,6.2,37.4,11010
Unanderra,1936.0,159.0,440.0,505.0,1457.0,43.1,3.5,9.8,11.2,32.4,14008
Mount Kembla,507.0,16.0,63.0,26.0,229.0,60.3,1.9,7.5,3.1,27.2,12769
Kembla Heights,31.0,7.0,11.0,0.0,41.0,34.4,7.8,12.2,0.0,45.6,12093
Cordeaux Heights,2271.0,65.0,156.0,93.0,1119.0,61.3,1.8,4.2,2.5,30.2,11070
Farmborough Heights,1892.0,70.0,229.0,172.0,1017.0,56.0,2.1,6.8,5.1,30.1,11491
Berkeley,2554.0,235.0,596.0,457.0,2312.0,41.5,3.8,9.7,7.4,37.6,10303
Cringila,707.0,68.0,146.0,136.0,672.0,40.9,3.9,8.4,7.9,38.9,11116
Lake Heights,1438.0,119.0,297.0,239.0,1005.0,46.4,3.8,9.6,7.7,32.4,12248
Warrawong,1405.0,144.0,433.0,393.0,1441.0,36.8,3.8,11.3,10.3,37.8,14167
Windang,1059.0,116.0,326.0,243.0,592.0,45.3,5.0,14.0,10.4,25.3,14316
Primbee,626.0,56.0,132.0,93.0,470.0,45.5,4.1,9.6,6.8,34.1,13264
Mount Keira,752.0,30.0,76.0,53.0,410.0,56.9,2.3,5.8,4.0,31.0,12768
Bulli,2476.0,115.0,367.0,196.0,1569.0,52.4,2.4,7.8,4.1,33.2,10662
Bargo,1836.0,106.0,297.0,161.0,1071.0,52.9,3.1,8.6,4.6,30.9,10198
Yerrinbool,495.0,32.0,75.0,32.0,268.0,54.9,3.5,8.3,3.5,29.7,14510
Wilton (NSW),1403.0,47.0,131.0,44.0,617.0,62.6,2.1,5.8,2.0,27.5,14311
Pheasants Nest,315.0,16.0,37.0,19.0,159.0,57.7,2.9,6.8,3.5,29.1,13191
Albion Park,5490.0,323.0,775.0,488.0,3294.0,52.9,3.1,7.5,4.7,31.8,10025
Calderwood,80.0,0.0,27.0,3.0,30.0,57.1,0.0,19.3,2.1,21.4,10750
Tullimbar,270.0,14.0,30.0,10.0,79.0,67.0,3.5,7.4,2.5,19.6,13958
Yellow Rock (Shellharbour - NSW),82.0,3.0,12.0,4.0,75.0,46.6,1.7,6.8,2.3,42.6,14503
Albion Park Rail,2533.0,235.0,572.0,388.0,1904.0,45.0,4.2,10.2,6.9,33.8,10026
Kiama,3187.0,163.0,585.0,464.0,1473.0,54.3,2.8,10.0,7.9,25.1,12116
Kiama Heights,442.0,13.0,51.0,34.0,162.0,63.0,1.9,7.3,4.8,23.1,12118
Bombo,47.0,4.0,12.0,4.0,31.0,48.0,4.1,12.2,4.1,31.6,10458
Kiama Downs,2450.0,88.0,255.0,171.0,1068.0,60.8,2.2,6.3,4.2,26.5,12117
Minnamurra,381.0,20.0,65.0,37.0,124.0,60.8,3.2,10.4,5.9,19.8,12639
Gerringong,1842.0,70.0,279.0,281.0,760.0,57.0,2.2,8.6,8.7,23.5,11606
Jamberoo,800.0,32.0,114.0,51.0,385.0,57.9,2.3,8.2,3.7,27.9,11998
Werri Beach,272.0,16.0,32.0,26.0,120.0,58.4,3.4,6.9,5.6,25.8,14233
Gerroa,293.0,19.0,61.0,41.0,172.0,50.0,3.2,10.4,7.0,29.4,11607
Curramore (NSW),85.0,3.0,10.0,3.0,53.0,55.2,1.9,6.5,1.9,34.4,11174
Jerrara,74.0,3.0,4.0,4.0,30.0,64.3,2.6,3.5,3.5,26.1,12017
Toolijooa,47.0,3.0,7.0,5.0,41.0,45.6,2.9,6.8,4.9,39.8,13903
Foxground,86.0,3.0,19.0,7.0,23.0,62.3,2.2,13.8,5.1,16.7,11558
Flinders (NSW),2855.0,142.0,404.0,175.0,1517.0,56.1,2.8,7.9,3.4,29.8,11534
Shellharbour,1560.0,101.0,284.0,145.0,881.0,52.5,3.4,9.6,4.9,29.7,13533
Shell Cove,2691.0,97.0,229.0,111.0,1039.0,64.6,2.3,5.5,2.7,24.9,13532
Barrack Point,297.0,19.0,61.0,30.0,144.0,53.9,3.4,11.1,5.4,26.1,10208
Dunmore (NSW),99.0,5.0,10.0,5.0,46.0,60.0,3.0,6.1,3.0,27.9,11323
Oak Flats,2588.0,226.0,511.0,330.0,1643.0,48.8,4.3,9.6,6.2,31.0,13053
Blackbutt (NSW),1423.0,78.0,241.0,106.0,878.0,52.2,2.9,8.8,3.9,32.2,10391
Shellharbour City Centre,66.0,5.0,22.0,100.0,28.0,29.9,2.3,10.0,45.2,12.7,13534
Warilla,2103.0,217.0,624.0,492.0,1903.0,39.4,4.1,11.7,9.2,35.6,14151
Lake Illawarra,944.0,134.0,402.0,205.0,997.0,35.2,5.0,15.0,7.6,37.2,12250
Barrack Heights,2195.0,195.0,447.0,284.0,1650.0,46.0,4.1,9.4,6.0,34.6,10207
Mount Warrigal,2036.0,143.0,304.0,263.0,1252.0,50.9,3.6,7.6,6.6,31.3,12801
Fairy Meadow,2576.0,225.0,561.0,406.0,2480.0,41.2,3.6,9.0,6.5,39.7,11484
Balgownie,2429.0,123.0,377.0,276.0,1320.0,53.7,2.7,8.3,6.1,29.2,10155
Gwynneville,911.0,55.0,140.0,96.0,1427.0,34.7,2.1,5.3,3.7,54.3,11825
North Wollongong,609.0,44.0,177.0,71.0,1511.0,25.2,1.8,7.3,2.9,62.6,13017
Mount Ousley,699.0,32.0,84.0,85.0,389.0,54.2,2.5,6.5,6.6,30.2,12782
Mount Pleasant (NSW),660.0,21.0,58.0,59.0,284.0,61.0,1.9,5.4,5.5,26.2,12784
Tarrawanna,899.0,36.0,123.0,184.0,524.0,50.9,2.0,7.0,10.4,29.7,13769
Corrimal,2493.0,200.0,508.0,466.0,1705.0,46.4,3.7,9.5,8.7,31.7,11082
Towradgi,1177.0,75.0,240.0,216.0,862.0,45.8,2.9,9.3,8.4,33.5,13929
Fernhill,364.0,60.0,110.0,69.0,269.0,41.7,6.9,12.6,7.9,30.8,11507
East Corrimal,1141.0,109.0,324.0,148.0,1040.0,41.3,3.9,11.7,5.4,37.7,11348
Bellambi,1054.0,159.0,442.0,195.0,1409.0,32.3,4.9,13.6,6.0,43.2,10264
West Wollongong,1748.0,103.0,312.0,222.0,1503.0,45.0,2.6,8.0,5.7,38.7,14255
Keiraville,1161.0,61.0,177.0,155.0,1529.0,37.7,2.0,5.7,5.0,49.6,12085
Figtree,5154.0,255.0,655.0,583.0,2631.0,55.6,2.7,7.1,6.3,28.4,11515
Helensburgh,2702.0,128.0,355.0,191.0,1554.0,54.8,2.6,7.2,3.9,31.5,11890
Otford,151.0,8.0,26.0,6.0,107.0,50.7,2.7,8.7,2.0,35.9,13101
Stanwell Park,666.0,16.0,69.0,32.0,356.0,58.5,1.4,6.1,2.8,31.3,13653
Stanwell Tops,237.0,13.0,18.0,10.0,116.0,60.2,3.3,4.6,2.5,29.4,13654
Thirroul,2651.0,127.0,432.0,226.0,1401.0,54.8,2.6,8.9,4.7,29.0,13848
Austinmer,1098.0,46.0,160.0,77.0,651.0,54.0,2.3,7.9,3.8,32.0,10108
Coledale,525.0,31.0,73.0,33.0,318.0,53.6,3.2,7.4,3.4,32.4,10966
Wombarra,366.0,16.0,58.0,22.0,247.0,51.6,2.3,8.2,3.1,34.8,14363
Scarborough (NSW),138.0,6.0,7.0,6.0,82.0,57.7,2.5,2.9,2.5,34.3,13500
Coalcliff,90.0,5.0,9.0,4.0,42.0,60.0,3.3,6.0,2.7,28.0,10944
Woonona,4947.0,293.0,919.0,717.0,2903.0,50.6,3.0,9.4,7.3,29.7,14416
Russell Vale,614.0,36.0,122.0,73.0,367.0,50.7,3.0,10.1,6.0,30.3,13448
Wollongong,5698.0,494.0,1523.0,949.0,8126.0,33.9,2.9,9.1,5.7,48.4,14358
Mount Saint Thomas,550.0,39.0,108.0,58.0,425.0,46.6,3.3,9.2,4.9,36.0,12791
Mangerton,1168.0,58.0,191.0,78.0,854.0,49.7,2.5,8.1,3.3,36.4,12468
Bulahdelah,578.0,61.0,155.0,100.0,339.0,46.9,4.9,12.6,8.1,27.5,10649
Wards River,74.0,11.0,21.0,9.0,46.0,46.0,6.8,13.0,5.6,28.6,14147
Stroud Road,108.0,3.0,24.0,10.0,45.0,56.8,1.6,12.6,5.3,23.7,13679
Stroud,394.0,40.0,73.0,54.0,186.0,52.7,5.4,9.8,7.2,24.9,13677
Girvan,60.0,9.0,20.0,4.0,37.0,46.2,6.9,15.4,3.1,28.5,11637
Nerong,55.0,8.0,13.0,3.0,16.0,57.9,8.4,13.7,3.2,16.8,12929
Allworth,57.0,8.0,18.0,16.0,28.0,44.9,6.3,14.2,12.6,22.0,10041
Bunyah,67.0,7.0,6.0,4.0,36.0,55.8,5.8,5.0,3.3,30.0,10690
Markwell,66.0,0.0,8.0,7.0,24.0,62.9,0.0,7.6,6.7,22.9,12493
Booral (NSW),168.0,6.0,28.0,12.0,113.0,51.4,1.8,8.6,3.7,34.6,10496
Limeburners Creek (Mid-Coast - NSW),144.0,12.0,23.0,8.0,83.0,53.3,4.4,8.5,3.0,30.7,12328
Forster (NSW),5693.0,495.0,1478.0,1210.0,2925.0,48.2,4.2,12.5,10.3,24.8,11550
Green Point (Mid-Coast - NSW),224.0,21.0,62.0,23.0,128.0,48.9,4.6,13.5,5.0,27.9,11755
Darawank,179.0,11.0,29.0,16.0,68.0,59.1,3.6,9.6,5.3,22.4,11203
Tarbuck Bay,71.0,11.0,14.0,13.0,46.0,45.8,7.1,9.0,8.4,29.7,13762
Nabiac,496.0,49.0,109.0,57.0,300.0,49.1,4.8,10.8,5.6,29.7,12885
Failford,272.0,16.0,66.0,24.0,87.0,58.5,3.4,14.2,5.2,18.7,11476
Coomba Park,294.0,17.0,78.0,50.0,114.0,53.2,3.1,14.1,9.0,20.6,11038
Smiths Lake,501.0,35.0,116.0,42.0,287.0,51.1,3.6,11.8,4.3,29.3,13563
Bungwahl,77.0,11.0,25.0,6.0,68.0,41.2,5.9,13.4,3.2,36.4,10687
Charlotte Bay,70.0,8.0,11.0,14.0,44.0,47.6,5.4,7.5,9.5,29.9,10887
Wootton,78.0,9.0,31.0,11.0,52.0,43.1,5.0,17.1,6.1,28.7,14417
Coolongolook,143.0,24.0,53.0,16.0,95.0,43.2,7.3,16.0,4.8,28.7,11032
Coomba Bay,68.0,8.0,15.0,6.0,28.0,54.4,6.4,12.0,4.8,22.4,11037
Minimbah,82.0,4.0,11.0,6.0,49.0,53.9,2.6,7.2,3.9,32.2,12636
Elizabeth Beach,108.0,8.0,20.0,10.0,35.0,59.7,4.4,11.0,5.5,19.3,11396
Blueys Beach,96.0,7.0,15.0,11.0,26.0,61.9,4.5,9.7,7.1,16.8,10420
Boomerang Beach,139.0,7.0,28.0,3.0,63.0,57.9,2.9,11.7,1.2,26.2,10487
Tuncurry,2592.0,236.0,756.0,775.0,1209.0,46.6,4.2,13.6,13.9,21.7,13969
South Kempsey,676.0,102.0,174.0,113.0,733.0,37.6,5.7,9.7,6.3,40.8,13588
West Kempsey,1277.0,211.0,411.0,443.0,1515.0,33.1,5.5,10.7,11.5,39.3,14247
Kempsey,81.0,22.0,65.0,33.0,197.0,20.4,5.5,16.3,8.3,49.5,12095
Frederickton,453.0,38.0,133.0,147.0,350.0,40.4,3.4,11.9,13.1,31.2,11561
Aldavilla,513.0,30.0,55.0,34.0,499.0,45.4,2.7,4.9,3.0,44.1,10028
Euroka,180.0,16.0,13.0,12.0,65.0,62.9,5.6,4.5,4.2,22.7,11464
Dondingalong,281.0,21.0,75.0,22.0,171.0,49.3,3.7,13.2,3.9,30.0,11272
Greenhill (NSW),210.0,19.0,61.0,52.0,220.0,37.4,3.4,10.9,9.3,39.1,11763
East Kempsey,402.0,62.0,118.0,88.0,383.0,38.2,5.9,11.2,8.4,36.4,11354
Verges Creek,127.0,6.0,11.0,10.0,40.0,65.5,3.1,5.7,5.2,20.6,14072
Yarravel,485.0,40.0,74.0,41.0,280.0,52.7,4.3,8.0,4.5,30.4,14483
Stuarts Point,245.0,44.0,101.0,64.0,212.0,36.8,6.6,15.2,9.6,31.8,13681
Barraganyatti,63.0,0.0,22.0,3.0,36.0,50.8,0.0,17.7,2.4,29.0,10209
Yarrahapinni,79.0,5.0,30.0,9.0,38.0,49.1,3.1,18.6,5.6,23.6,14474
Hat Head,135.0,13.0,32.0,25.0,75.0,48.2,4.6,11.4,8.9,26.8,11869
Kinchela,122.0,9.0,17.0,19.0,63.0,53.0,3.9,7.4,8.3,27.4,12140
Gladstone (NSW),152.0,22.0,42.0,29.0,69.0,48.4,7.0,13.4,9.2,22.0,11639
Smithtown,221.0,18.0,51.0,36.0,134.0,48.0,3.9,11.1,7.8,29.1,13564
Mungay Creek,29.0,12.0,26.0,8.0,36.0,26.1,10.8,23.4,7.2,32.4,12841
Willawarrin,65.0,3.0,16.0,5.0,59.0,43.9,2.0,10.8,3.4,39.9,14295
Temagog,93.0,6.0,42.0,11.0,62.0,43.5,2.8,19.6,5.1,29.0,13783
Turners Flat,54.0,0.0,13.0,6.0,48.0,44.6,0.0,10.7,5.0,39.7,13976
Millbank (NSW),27.0,10.0,18.0,9.0,41.0,25.7,9.5,17.1,8.6,39.0,12616
Hickeys Creek,55.0,3.0,7.0,4.0,44.0,48.7,2.7,6.2,3.5,38.9,11899
Belmore River,105.0,4.0,23.0,12.0,72.0,48.6,1.9,10.6,5.6,33.3,10280
Austral Eden,72.0,0.0,4.0,5.0,34.0,62.6,0.0,3.5,4.3,29.6,10110
Crescent Head,564.0,69.0,177.0,81.0,389.0,44.1,5.4,13.8,6.3,30.4,11114
Fishermans Reach,54.0,13.0,18.0,14.0,47.0,37.0,8.9,12.3,9.6,32.2,11524
Clybucca,62.0,12.0,22.0,7.0,34.0,45.3,8.8,16.1,5.1,24.8,10940
Bellimbopinni,48.0,0.0,12.0,7.0,27.0,51.1,0.0,12.8,7.4,28.7,10272
Collombatti,254.0,16.0,68.0,29.0,172.0,47.1,3.0,12.6,5.4,31.9,10979
Kundabung,287.0,25.0,56.0,6.0,127.0,57.3,5.0,11.2,1.2,25.3,12209
Sherwood (Kempsey - NSW),73.0,6.0,9.0,8.0,31.0,57.5,4.7,7.1,6.3,24.4,13537
Bellbrook,91.0,15.0,28.0,16.0,80.0,39.6,6.5,12.2,7.0,34.8,10270
Macksville,898.0,93.0,251.0,229.0,653.0,42.3,4.4,11.8,10.8,30.7,12430
North Macksville,254.0,17.0,55.0,64.0,121.0,49.7,3.3,10.8,12.5,23.7,12995
Way Way,117.0,6.0,20.0,5.0,52.0,58.5,3.0,10.0,2.5,26.0,14203
Scotts Head,399.0,35.0,81.0,44.0,195.0,52.9,4.6,10.7,5.8,25.9,13508
Gumma,217.0,8.0,32.0,12.0,101.0,58.6,2.2,8.6,3.2,27.3,11801
Nambucca Heads,2194.0,259.0,824.0,606.0,1597.0,40.0,4.7,15.0,11.1,29.1,12887
Hyland Park,153.0,12.0,48.0,18.0,123.0,43.2,3.4,13.6,5.1,34.7,11968
Bowraville,306.0,43.0,130.0,79.0,326.0,34.6,4.9,14.7,8.9,36.9,10537
Valla Beach,592.0,46.0,128.0,70.0,268.0,53.6,4.2,11.6,6.3,24.3,14068
South Arm (Nambucca - NSW),82.0,16.0,32.0,10.0,113.0,32.4,6.3,12.6,4.0,44.7,13575
Newee Creek,177.0,13.0,23.0,10.0,108.0,53.5,3.9,6.9,3.0,32.6,12952
Congarinni North,165.0,3.0,26.0,12.0,92.0,55.4,1.0,8.7,4.0,30.9,11006
Congarinni,152.0,0.0,26.0,21.0,59.0,58.9,0.0,10.1,8.1,22.9,11005
Talarm,97.0,10.0,23.0,7.0,50.0,51.9,5.3,12.3,3.7,26.7,13728
Warrell Creek,123.0,7.0,21.0,15.0,44.0,58.6,3.3,10.0,7.1,21.0,14170
Eungai Creek,162.0,6.0,47.0,6.0,113.0,48.5,1.8,14.1,1.8,33.8,11458
Eungai Rail,63.0,13.0,27.0,21.0,62.0,33.9,7.0,14.5,11.3,33.3,11459
Allgomera,44.0,12.0,16.0,0.0,36.0,40.7,11.1,14.8,0.0,33.3,10040
Yarranbella,67.0,13.0,19.0,10.0,42.0,44.4,8.6,12.6,6.6,27.8,14478
Utungun,82.0,0.0,6.0,9.0,30.0,64.6,0.0,4.7,7.1,23.6,14062
Upper Taylors Arm,45.0,8.0,13.0,0.0,30.0,46.9,8.3,13.5,0.0,31.2,14045
Taylors Arm,62.0,8.0,18.0,9.0,42.0,44.6,5.8,12.9,6.5,30.2,13776
Argents Hill,70.0,9.0,41.0,9.0,60.0,37.0,4.8,21.7,4.8,31.7,10079
Missabotti,102.0,7.0,33.0,12.0,80.0,43.6,3.0,14.1,5.1,34.2,12649
South West Rocks,2022.0,160.0,465.0,415.0,916.0,50.8,4.0,11.7,10.4,23.0,13600
Arakoon,214.0,11.0,45.0,22.0,86.0,56.6,2.9,11.9,5.8,22.8,10069
Jerseyville,49.0,3.0,9.0,6.0,20.0,56.3,3.4,10.3,6.9,23.0,12022
Lord Howe Island,165.0,0.0,27.0,24.0,113.0,50.2,0.0,8.2,7.3,34.3,12387
Lake Cathie,1722.0,90.0,253.0,165.0,667.0,59.4,3.1,8.7,5.7,23.0,12243
Bonny Hills,1381.0,81.0,279.0,141.0,568.0,56.4,3.3,11.4,5.8,23.2,10470
North Haven (NSW),707.0,63.0,252.0,155.0,315.0,47.4,4.2,16.9,10.4,21.1,12992
Kendall,430.0,38.0,94.0,49.0,283.0,48.1,4.3,10.5,5.5,31.7,12096
West Haven,551.0,20.0,113.0,174.0,146.0,54.9,2.0,11.3,17.3,14.5,14245
Laurieton,861.0,87.0,247.0,295.0,328.0,47.4,4.8,13.6,16.2,18.0,12283
Kew (NSW),598.0,38.0,73.0,53.0,172.0,64.0,4.1,7.8,5.7,18.4,12109
Herons Creek,117.0,8.0,10.0,11.0,48.0,60.3,4.1,5.2,5.7,24.7,11897
Upsalls Creek,43.0,0.0,13.0,0.0,25.0,53.1,0.0,16.0,0.0,30.9,14049
Logans Crossing,77.0,6.0,7.0,6.0,21.0,65.8,5.1,6.0,5.1,17.9,12373
Lorne (NSW),136.0,10.0,26.0,11.0,49.0,58.6,4.3,11.2,4.7,21.1,12390
Lakewood,576.0,32.0,98.0,92.0,203.0,57.5,3.2,9.8,9.2,20.3,12259
Dunbogan,500.0,40.0,117.0,66.0,198.0,54.3,4.3,12.7,7.2,21.5,11310
Johns River,116.0,9.0,41.0,16.0,95.0,41.9,3.2,14.8,5.8,34.3,12037
Camden Head,70.0,0.0,9.0,10.0,28.0,59.8,0.0,7.7,8.5,23.9,10771
Port Macquarie,18256.0,1485.0,4439.0,3186.0,10018.0,48.8,4.0,11.9,8.5,26.8,13246
Lake Innes,193.0,12.0,41.0,9.0,87.0,56.4,3.5,12.0,2.6,25.4,12251
Fernbank Creek,65.0,6.0,6.0,6.0,22.0,61.9,5.7,5.7,5.7,21.0,11505
Riverside (NSW),143.0,10.0,38.0,11.0,87.0,49.5,3.5,13.1,3.8,30.1,13367
Thrumster,191.0,0.0,20.0,3.0,85.0,63.9,0.0,6.7,1.0,28.4,13852
North Shore (NSW),151.0,24.0,47.0,12.0,68.0,50.0,7.9,15.6,4.0,22.5,13006
Telegraph Point,266.0,11.0,64.0,20.0,144.0,52.7,2.2,12.7,4.0,28.5,13781
Blackmans Point,72.0,11.0,35.0,10.0,31.0,45.3,6.9,22.0,6.3,19.5,10395
Gum Scrub,60.0,3.0,10.0,4.0,28.0,57.1,2.9,9.5,3.8,26.7,11797
Cooperabung,136.0,7.0,21.0,3.0,70.0,57.4,3.0,8.9,1.3,29.5,11046
Rollands Plains,73.0,6.0,14.0,0.0,39.0,55.3,4.5,10.6,0.0,29.5,13392
Upper Rollands Plains,55.0,3.0,9.0,7.0,31.0,52.4,2.9,8.6,6.7,29.5,14043
Pembrooke,63.0,3.0,6.0,3.0,28.0,61.2,2.9,5.8,2.9,27.2,13180
Frazers Creek,82.0,3.0,18.0,6.0,40.0,55.0,2.0,12.1,4.0,26.8,11560
Mortons Creek,119.0,7.0,35.0,12.0,71.0,48.8,2.9,14.3,4.9,29.1,12731
Brombin,56.0,3.0,6.0,7.0,23.0,58.9,3.2,6.3,7.4,24.2,10593
Long Flat (NSW),44.0,3.0,9.0,11.0,27.0,46.8,3.2,9.6,11.7,28.7,12377
Byabarra,152.0,8.0,15.0,13.0,68.0,59.4,3.1,5.9,5.1,26.6,10727
Ellenborough,78.0,9.0,25.0,9.0,42.0,47.9,5.5,15.3,5.5,25.8,11401
Comboyne,196.0,12.0,50.0,26.0,105.0,50.4,3.1,12.9,6.7,27.0,10992
Wauchope,2114.0,242.0,596.0,474.0,1612.0,42.0,4.8,11.8,9.4,32.0,14197
Yippin Creek,81.0,6.0,17.0,11.0,47.0,50.0,3.7,10.5,6.8,29.0,14515
Rosewood (Port Macquarie-Hastings - NSW),109.0,10.0,18.0,13.0,53.0,53.7,4.9,8.9,6.4,26.1,13414
Beechwood,252.0,14.0,51.0,35.0,128.0,52.5,2.9,10.6,7.3,26.7,10248
Redbank (NSW),189.0,6.0,20.0,20.0,76.0,60.8,1.9,6.4,6.4,24.4,13336
Crosslands,246.0,13.0,23.0,17.0,109.0,60.3,3.2,5.6,4.2,26.7,11127
King Creek,782.0,33.0,92.0,52.0,296.0,62.3,2.6,7.3,4.1,23.6,12145
Sancrox,287.0,7.0,31.0,22.0,117.0,61.9,1.5,6.7,4.7,25.2,13471
Gloucester,1186.0,100.0,246.0,277.0,652.0,48.2,4.1,10.0,11.3,26.5,11685
Craven,60.0,0.0,8.0,7.0,32.0,56.1,0.0,7.5,6.5,29.9,11107
Stratford (NSW),49.0,10.0,27.0,5.0,42.0,36.8,7.5,20.3,3.8,31.6,13672
Forbesdale,102.0,0.0,11.0,0.0,32.0,70.3,0.0,7.6,0.0,22.1,11539
Barrington (NSW),190.0,11.0,21.0,26.0,79.0,58.1,3.4,6.4,8.0,24.2,10216
Bowman,63.0,0.0,17.0,4.0,21.0,60.0,0.0,16.2,3.8,20.0,10531
Diamond Beach,398.0,35.0,84.0,36.0,186.0,53.9,4.7,11.4,4.9,25.2,11251
Manning Point,112.0,12.0,34.0,28.0,31.0,51.6,5.5,15.7,12.9,14.3,12478
Mitchells Island,250.0,5.0,38.0,21.0,96.0,61.0,1.2,9.3,5.1,23.4,12652
Oxley Island,139.0,3.0,14.0,9.0,66.0,60.2,1.3,6.1,3.9,28.6,13109
Old Bar,1816.0,147.0,419.0,334.0,869.0,50.7,4.1,11.7,9.3,24.2,13073
Black Head,486.0,23.0,70.0,72.0,129.0,62.3,2.9,9.0,9.2,16.5,10384
Red Head,244.0,14.0,44.0,19.0,83.0,60.4,3.5,10.9,4.7,20.5,13329
Rainbow Flat,350.0,11.0,50.0,17.0,134.0,62.3,2.0,8.9,3.0,23.8,13305
Hallidays Point,275.0,12.0,39.0,19.0,88.0,63.5,2.8,9.0,4.4,20.3,11832
Wallabi Point,334.0,19.0,59.0,10.0,120.0,61.6,3.5,10.9,1.8,22.1,14099
Koorainghat,91.0,6.0,20.0,8.0,36.0,56.5,3.7,12.4,5.0,22.4,12191
Tallwoods Village,427.0,14.0,58.0,23.0,87.0,70.1,2.3,9.5,3.8,14.3,13737
Taree,5409.0,593.0,1566.0,1319.0,4372.0,40.8,4.5,11.8,9.9,33.0,13764
Cundletown,807.0,56.0,180.0,162.0,458.0,48.5,3.4,10.8,9.7,27.5,11161
