,Italian,Assyrian (incl. Aramaic,Croatian,Arabic (incl. Lebanese,Spanish,&nbsp;,English only spoken at home,Greek,Cantonese,Tagalog (Filipino,Punjabi,Maltese,Macedonian,Serbian,Mandarin,Sinhalese,Samoan,Tongan,Vietnamese,German,Netherlandic,French,Hindi,Polish,Japanese,Korean,Turkish,Persian,Latvian,Thai,Hungarian,Armenian,Indonesian,Malay,Tamil,Maori (Cook Island,Hebrew,Norwegian,Afrikaans,Portuguese,Khmer,Russian,Fijian,Lao,Gujarati,Ukrainian,Maori (New Zealand,Irish,Urdu,Swedish,Estonian,Finnish,Bengali,Czech,Bosnian,Danish,Gaelic (Scotland,Burmese,Albanian,"Sign Languages, nec","Oceanian Pidgins and Creoles, nec (incl. Bislama,Pitcairnese,Solomon Islands Pidgin",Slovak,Lithuanian,Auslan,Bulgarian,"African Languages (excl. North Africa, nec (incl. Bemba, Fante, Malagasy",Nepali,Italian (%),Assyrian (incl. Aramaic (%),Croatian (%),Arabic (incl. Lebanese (%),Spanish (%),&nbsp; (%),English only spoken at home (%),Greek (%),Cantonese (%),Tagalog (Filipino (%),Punjabi (%),Maltese (%),Macedonian (%),Serbian (%),Mandarin (%),Sinhalese (%),Samoan (%),Tongan (%),Vietnamese (%),German (%),Netherlandic (%),French (%),Hindi (%),Polish (%),Japanese (%),Korean (%),Turkish (%),Persian (%),Latvian (%),Thai (%),Hungarian (%),Armenian (%),Indonesian (%),Malay (%),Tamil (%),Maori (Cook Island (%),Hebrew (%),Norwegian (%),Afrikaans (%),Portuguese (%),Khmer (%),Russian (%),Fijian (%),Lao (%),Gujarati (%),Ukrainian (%),Maori (New Zealand (%),Irish (%),Urdu (%),Swedish (%),Estonian (%),Finnish (%),Bengali (%),Czech (%),Bosnian (%),Danish (%),Gaelic (Scotland (%),Burmese (%),Albanian (%),"Sign Languages, nec (%)","Oceanian Pidgins and Creoles, nec (incl. Bislama,Pitcairnese,Solomon Islands Pidgin (%)",Slovak (%),Lithuanian (%),Auslan (%),Bulgarian (%),"African Languages (excl. North Africa, nec (incl. Bemba, Fante, Malagasy (%)",Nepali (%)
Macquarie Hills,9,,6,,,&nbsp;,"2,387",,,,,,,,,,,,6,6,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.2,,,&nbsp;,94.8,,,,,,,,,,,,0.2,0.2,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macquarie Links,6,,,7,,&nbsp;,219,,9,19,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,2.1,,&nbsp;,67.2,,2.8,5.8,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macquarie Park,,,,,,&nbsp;,"3,503",,393,108,,,,,315,,,,,,,,,,,161,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,58.3,,6.5,1.8,,,,,5.2,,,,,,,,,,,2.7,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malabar,41,,,,42,&nbsp;,"2,828",71,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,0.9,&nbsp;,62.2,1.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
Mangerton,43,,,,21,&nbsp;,"2,016",86,,,,,54,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,0.8,&nbsp;,79.7,3.4,,,,,2.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manly,104,,,,,&nbsp;,"10,966",,,,,,,,74,,,,,127,,123,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,77.4,,,,,,,,0.5,,,,,0.9,,0.9,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manly Vale,100,,,,,&nbsp;,"3,830",,55,,,,,,143,,,66,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,&nbsp;,77.6,,1.1,,,,,,2.9,,,1.3,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marayong,167,,,164,,&nbsp;,"4,702",,,450,,113,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,2.3,,&nbsp;,66.5,,,6.4,,1.6,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mardi,14,,,13,19,&nbsp;,"2,124",,,11,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,0.5,0.8,&nbsp;,88.3,,,0.5,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marks Point,5,,,,,&nbsp;,"1,564",,3,4,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,&nbsp;,92.9,,0.2,0.2,,,,,,,,,,,,,,0.2,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marmong Point,,,,,,&nbsp;,398,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,99.3,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maroubra,567,,,,,&nbsp;,"14,848","1,824","1,538",,,,,,633,,,,,,,,,,,,,,,,,,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,&nbsp;,58.6,7.2,6.1,,,,,,2.5,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marrickville,,,,"1,600",,&nbsp;,"9,802","2,742",753,,,,,,,,,,"2,514",,,,,,,,,,,,,,,,,,,,,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,&nbsp;,39.5,11.0,3.0,,,,,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsfield,459,,,,,&nbsp;,"6,510",,"1,213",,,,,,492,,,,,,,,,,,389,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,&nbsp;,57.8,,10.8,,,,,,4.4,,,,,,,,,,,3.5,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,,,30,,24,&nbsp;,"6,278",,43,,,,93,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.3,&nbsp;,91.3,,0.6,,,,1.4,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryville,,,,,,&nbsp;,912,8,,,,,,,,,,,5,4,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,&nbsp;,88.3,0.8,,,,,,,,,,,0.5,0.4,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
Mascot,211,,,244,345,&nbsp;,"3,964",728,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,3.0,4.3,&nbsp;,49.5,9.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matraville,288,,,,227,&nbsp;,"5,523",297,484,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,2.6,&nbsp;,63.9,3.4,5.6,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfield,100,,,,,&nbsp;,"7,788",52,,,,,80,54,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,&nbsp;,86.3,0.6,,,,,0.9,0.6,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfield East,20,,11,,,&nbsp;,"1,297",,,,,,7,,,,,7,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,0.7,,,&nbsp;,88.2,,,,,,0.5,,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfield West,14,,,,,&nbsp;,"1,523",,,7,,,8,,,,,,10,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,&nbsp;,89.3,,,0.4,,,0.5,,,,,,0.6,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mays Hill,,,,72,,&nbsp;,290,21,21,,,,,,,,,,,,,,15,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,&nbsp;,43.8,3.2,3.2,,,,,,,,,,,,,,2.3,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMahons Point,,,,,,&nbsp;,"1,651",10,21,,,,,,,,,,,11,,14,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,78.8,0.5,1.0,,,,,,,,,,,0.5,,0.7,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadowbank,,,,,,&nbsp;,978,,116,53,,,,,125,,,,,,,,54,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,47.5,,5.6,2.6,,,,,6.1,,,,,,,,2.6,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melrose Park,24,,,94,,&nbsp;,"1,371",24,122,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,4.7,,&nbsp;,69.0,1.2,6.1,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menai,120,,,183,,&nbsp;,"8,359",266,172,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,1.7,,&nbsp;,79.2,2.5,1.6,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merewether,72,,,,,&nbsp;,"9,214",71,26,,,,38,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,92.5,0.7,0.3,,,,0.4,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merewether Heights,9,,,,,&nbsp;,"1,210",7,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,93.4,0.5,0.3,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,
Merrylands,534,,497,"3,445",,&nbsp;,"8,066",,551,,,,,,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,2.5,17.5,,&nbsp;,40.9,,2.8,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrylands West,155,,,762,,&nbsp;,"2,963",,127,,,,,,104,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,13.9,,&nbsp;,54.0,,2.3,,,,,,1.9,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Cove,10,,,,,&nbsp;,732,,60,,,,,,,,,,,,,,,,25,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,&nbsp;,76.9,,6.3,,,,,,,,,,,,,,,,2.6,,,,,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miller,,,,370,66,&nbsp;,"1,773",,,,,,,,,,58,,213,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,2.1,&nbsp;,56.2,,,,,,,,,,1.8,,6.8,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millers Point,,,,,,&nbsp;,837,,25,,,,,,,,,13,46,,,,,,16,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,68.0,,2.0,,,,,,,,,1.1,3.7,,,,,,1.3,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,
Milperra,28,,,47,,&nbsp;,"3,478",68,39,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,1.2,,&nbsp;,88.4,1.7,1.0,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milsons Point,,,,,,&nbsp;,756,,179,,,,,,43,,,,,,,,,,44,16,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,58.3,,13.8,,,,,,3.3,,,,,,,,,,3.4,1.2,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minchinbury,,,82,133,101,&nbsp;,"3,316",,,407,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,2.5,1.9,&nbsp;,63.2,,,7.8,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minmi,,,,,5,&nbsp;,621,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,&nbsp;,96.4,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minto,,,,218,197,&nbsp;,"7,691",,,213,,,,,,,366,,,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.7,&nbsp;,68.0,,,1.9,,,,,,,3.2,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miranda,301,,,155,,&nbsp;,"9,900",256,206,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,1.2,,&nbsp;,79.7,2.1,1.7,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mona Vale,81,,131,,,&nbsp;,"7,926",,,,,,,159,,,,,,64,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,1.4,,,&nbsp;,85.4,,,,,,,1.7,,,,,,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,96,,,157,107,&nbsp;,"2,121",672,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,3.9,2.6,&nbsp;,52.4,16.6,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moorebank,229,,,289,,&nbsp;,"5,192",331,,,,,,,,,,,145,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,4.8,,&nbsp;,68.8,5.6,,,,,,,,,,,2.4,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mortdale,,,,234,,&nbsp;,"6,255",259,461,,,,353,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,&nbsp;,67.9,2.8,5.0,,,,3.8,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mortlake,10,,6,13,,&nbsp;,277,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,1.7,3.6,,&nbsp;,76.9,,,,,,,,,,,,,1.4,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mosman,193,,,,,&nbsp;,"21,784",,260,,,,,,,,,,,175,,184,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,&nbsp;,85.3,,1.0,,,,,,,,,,,0.7,,0.7,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Annan,52,,,,66,&nbsp;,"5,925",,,41,,,,,,,,,,35,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,1.0,&nbsp;,89.2,,,0.6,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Colah,72,,,,,&nbsp;,"5,792",,91,,,,,,61,,,,,,,,,52,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,&nbsp;,84.4,,1.3,,,,,,0.9,,,,,,,,,0.8,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Druitt,,365,,673,,&nbsp;,"5,468",,,"1,022",,,,,,,,,,,,,315,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,5.8,,&nbsp;,47.3,,,8.8,,,,,,,,,,,,,2.7,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Hutton,,,,,,&nbsp;,"2,794",9,,,,,22,,,,,,,6,9,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,92.7,0.3,,,,,0.7,,,,,,,0.2,0.3,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Keira,38,,,10,,&nbsp;,"1,145",,,,,,26,18,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,0.7,,&nbsp;,82.6,,,,,,1.9,1.3,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Kembla,18,,,5,,&nbsp;,853,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.5,,&nbsp;,92.6,,,,,,,,,,,,,1.1,0.3,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Lewis,23,,16,440,,&nbsp;,331,113,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,1.4,39.8,,&nbsp;,29.9,10.2,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Ousley,84,,,,17,&nbsp;,"1,394",36,,,,,,15,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,1.0,&nbsp;,79.7,2.1,,,,,,0.9,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Pleasant,20,,,9,,&nbsp;,806,,,,,,10,,,,,,,6,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,1.0,,&nbsp;,86.9,,,,,,1.1,,,,,,,0.6,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Pritchard,520,,,513,315,&nbsp;,"4,233",,,,,,,333,,,,,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,5.7,3.5,&nbsp;,47.3,,,,,,,3.7,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Riverview,9,,,,,&nbsp;,"2,924",,,,,,,,,,,,,19,26,,,9,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,&nbsp;,94.4,,,,,,,,,,,,,0.6,0.8,,,0.3,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Saint Thomas,32,,,19,27,&nbsp;,"1,191",18,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,1.2,1.7,&nbsp;,76.7,1.2,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Warrigal,108,,,,122,&nbsp;,"4,428",65,,,,,142,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,2.2,&nbsp;,79.6,1.2,,,,,2.6,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narara,29,,,,,&nbsp;,"7,431",29,37,27,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,&nbsp;,91.8,0.4,0.5,0.3,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narellan,26,,,21,,&nbsp;,"3,350",,,,,,,9,11,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,0.6,,&nbsp;,91.9,,,,,,,0.2,0.3,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narellan Vale,72,,27,20,59,&nbsp;,"6,236",,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.4,0.3,0.8,&nbsp;,89.6,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naremburn,,,64,119,,&nbsp;,"3,600",,152,,,,,,95,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.4,,&nbsp;,74.0,,3.1,,,,,,2.0,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narrabeen,44,,,,,&nbsp;,"5,250",,,,,,,34,,,,,,30,25,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,82.5,,,,,,,0.5,,,,,,0.5,0.4,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narraweena,526,,,,,&nbsp;,"4,032",,,,,,,42,,,,65,,,,28,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,&nbsp;,76.7,,,,,,,0.8,,,,1.2,,,,0.5,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narwee,65,,,199,,&nbsp;,"1,830",233,533,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,5.0,,&nbsp;,46.4,5.9,13.5,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neutral Bay,,,,,,&nbsp;,"7,633",,150,,,,,,61,,,,,54,,50,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,79.5,,1.6,,,,,,0.6,,,,,0.6,,0.5,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Lambton,67,,26,,,&nbsp;,"8,181",55,37,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,0.3,,,&nbsp;,90.8,0.6,0.4,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Lambton Heights,17,,,,,&nbsp;,"2,640",23,17,,,,16,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,&nbsp;,91.0,0.8,0.6,,,,0.6,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newcastle,8,,,,,&nbsp;,"1,266",,,,,,,,6,,,,,8,,5,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,&nbsp;,72.4,,,,,,,,0.3,,,,,0.5,,0.3,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newcastle East,5,,,,7,&nbsp;,770,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,0.5,,,,0.8,&nbsp;,84.2,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,
Newcastle West,3,,,3,,&nbsp;,124,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,1.7,,&nbsp;,71.3,,,,,,,1.7,,,,,,,,,,,,,1.7,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newington,,,,,17,&nbsp;,392,,129,29,,,,,51,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,&nbsp;,13.3,,4.4,1.0,,,,,1.7,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
