,Worked full-time,Worked part-time,Away from work,Unemployed,Worked full-time (%),Worked part-time (%),Away from work (%),Unemployed (%),SSC_CODE
Culburra Beach,550.0,373.0,65.0,87.0,51.2,34.7,6.0,8.1,11146
Greenwell Point,247.0,146.0,42.0,30.0,53.1,31.4,9.0,6.5,11769
Numbaa,29.0,20.0,6.0,0.0,52.7,36.4,10.9,0.0,13035
Huskisson,166.0,119.0,22.0,19.0,50.9,36.5,6.7,5.8,11966
Vincentia,751.0,493.0,89.0,66.0,53.7,35.2,6.4,4.7,14075
Hyams Beach,13.0,22.0,4.0,0.0,33.3,56.4,10.3,0.0,11967
Bomaderry,1329.0,926.0,150.0,195.0,51.1,35.6,5.8,7.5,10453
Cambewarra,69.0,66.0,6.0,0.0,48.9,46.8,4.3,0.0,10763
North Nowra,1365.0,894.0,120.0,134.0,54.3,35.6,4.8,5.3,13000
Bangalee (NSW),194.0,127.0,13.0,12.0,56.1,36.7,3.8,3.5,10173
Meroo Meadow,136.0,66.0,17.0,11.0,59.1,28.7,7.4,4.8,12579
Cambewarra Village,328.0,250.0,32.0,20.0,52.1,39.7,5.1,3.2,10764
Tapitallee,168.0,102.0,14.0,16.0,56.0,34.0,4.7,5.3,13755
Worrigee,1330.0,711.0,139.0,139.0,57.4,30.7,6.0,6.0,14423
Nowra,1444.0,1082.0,176.0,370.0,47.0,35.2,5.7,12.0,13028
Nowra Hill,456.0,216.0,26.0,32.0,62.5,29.6,3.6,4.4,13029
West Nowra,371.0,214.0,40.0,63.0,53.9,31.1,5.8,9.2,14248
Terara,45.0,42.0,10.0,4.0,44.6,41.6,9.9,4.0,13795
South Nowra,507.0,228.0,50.0,47.0,60.9,27.4,6.0,5.6,13594
St Georges Basin,551.0,399.0,71.0,81.0,50.0,36.2,6.4,7.4,13636
Worrowing Heights,12.0,21.0,3.0,3.0,30.8,53.8,7.7,7.7,14424
Basin View,325.0,214.0,35.0,43.0,52.7,34.7,5.7,7.0,10223
Sanctuary Point,1161.0,895.0,139.0,238.0,47.7,36.8,5.7,9.8,13472
Erowal Bay,151.0,95.0,11.0,21.0,54.3,34.2,4.0,7.6,11436
Wrights Beach,25.0,10.0,0.0,3.0,65.8,26.3,0.0,7.9,14428
Old Erowal Bay,185.0,159.0,21.0,40.0,45.7,39.3,5.2,9.9,13075
Sussex Inlet,479.0,416.0,76.0,77.0,45.7,39.7,7.3,7.3,13700
Swanhaven,22.0,22.0,3.0,5.0,42.3,42.3,5.8,9.6,13709
Berrara,58.0,53.0,4.0,3.0,49.2,44.9,3.4,2.5,10313
Cudmirrah,45.0,37.0,6.0,11.0,45.5,37.4,6.1,11.1,11145
Falls Creek (NSW),236.0,148.0,30.0,17.0,54.8,34.3,7.0,3.9,11487
Tomerong,287.0,192.0,29.0,25.0,53.8,36.0,5.4,4.7,13894
Wandandian,89.0,47.0,5.0,3.0,61.8,32.6,3.5,2.1,14127
Woollamia,147.0,105.0,6.0,11.0,54.6,39.0,2.2,4.1,14405
Parma,48.0,41.0,3.0,3.0,50.5,43.2,3.2,3.2,13155
Ulladulla,1072.0,968.0,135.0,192.0,45.3,40.9,5.7,8.1,14003
Kings Point,132.0,96.0,13.0,11.0,52.4,38.1,5.2,4.4,12153
Burrill Lake,245.0,237.0,44.0,26.0,44.4,42.9,8.0,4.7,10712
Dolphin Point,25.0,28.0,8.0,5.0,37.9,42.4,12.1,7.6,11269
Milton (NSW),292.0,242.0,37.0,21.0,49.3,40.9,6.2,3.5,12630
Mollymook Beach,439.0,402.0,45.0,49.0,47.0,43.0,4.8,5.2,12670
Narrawallee,221.0,224.0,22.0,32.0,44.3,44.9,4.4,6.4,12909
Mollymook,210.0,152.0,39.0,25.0,49.3,35.7,9.2,5.9,12669
Manyana,91.0,93.0,7.0,18.0,43.5,44.5,3.3,8.6,12482
Conjola,46.0,35.0,4.0,3.0,52.3,39.8,4.5,3.4,11011
Fishermans Paradise,60.0,56.0,13.0,10.0,43.2,40.3,9.4,7.2,11523
Lake Tabourie,103.0,110.0,21.0,26.0,39.6,42.3,8.1,10.0,12254
Conjola Park,62.0,50.0,9.0,11.0,47.0,37.9,6.8,8.3,11012
Lake Conjola,54.0,66.0,12.0,5.0,39.4,48.2,8.8,3.6,12244
Yatte Yattah,36.0,44.0,9.0,5.0,38.3,46.8,9.6,5.3,14497
Little Forest,28.0,37.0,3.0,3.0,39.4,52.1,4.2,4.2,12351
Croobyar,31.0,34.0,5.0,0.0,44.3,48.6,7.1,0.0,11121
Morton,52.0,36.0,4.0,5.0,53.6,37.1,4.1,5.2,12730
Woodstock (Shoalhaven - NSW),50.0,37.0,5.0,0.0,54.3,40.2,5.4,0.0,14396
Bawley Point,111.0,120.0,22.0,21.0,40.5,43.8,8.0,7.7,10235
Kioloa,41.0,41.0,6.0,6.0,43.6,43.6,6.4,6.4,12165
Termeil,73.0,52.0,9.0,5.0,52.5,37.4,6.5,3.6,13797
Bowral,2301.0,1560.0,194.0,179.0,54.3,36.8,4.6,4.2,10536
Burradoo,479.0,386.0,53.0,34.0,50.3,40.5,5.6,3.6,10701
Woodlands (Wingecarribee - NSW),98.0,49.0,5.0,3.0,63.2,31.6,3.2,1.9,14388
Balmoral (Wingecarribee - NSW),153.0,69.0,6.0,8.0,64.8,29.2,2.5,3.4,10167
Hill Top (Wingecarribee - NSW),809.0,405.0,74.0,62.0,59.9,30.0,5.5,4.6,11905
Colo Vale,440.0,275.0,31.0,39.0,56.1,35.0,3.9,5.0,10985
Alpine,36.0,27.0,0.0,0.0,57.1,42.9,0.0,0.0,10044
Aylmerton,69.0,34.0,5.0,9.0,59.0,29.1,4.3,7.7,10119
Mittagong,1357.0,915.0,123.0,101.0,54.4,36.7,4.9,4.0,12653
Willow Vale (Wingecarribee - NSW),207.0,135.0,11.0,11.0,56.9,37.1,3.0,3.0,14307
Renwick,184.0,90.0,18.0,5.0,62.0,30.3,6.1,1.7,13350
Balaclava (NSW),133.0,90.0,14.0,4.0,55.2,37.3,5.8,1.7,10143
Welby,175.0,123.0,16.0,11.0,53.8,37.8,4.9,3.4,14219
Glenquarry,60.0,46.0,3.0,0.0,55.0,42.2,2.8,0.0,11674
Braemar,151.0,77.0,3.0,8.0,63.2,32.2,1.3,3.3,10545
Moss Vale,2232.0,1305.0,176.0,145.0,57.9,33.8,4.6,3.8,12739
Sutton Forest,150.0,66.0,8.0,6.0,65.2,28.7,3.5,2.6,13703
Berrima,165.0,136.0,10.0,10.0,51.4,42.4,3.1,3.1,10320
New Berrima,185.0,81.0,8.0,12.0,64.7,28.3,2.8,4.2,12938
Robertson (NSW),500.0,294.0,27.0,31.0,58.7,34.5,3.2,3.6,13374
Kangaloon,37.0,28.0,8.0,3.0,48.7,36.8,10.5,3.9,12058
Wildes Meadow,84.0,45.0,3.0,0.0,63.6,34.1,2.3,0.0,14292
Burrawang,100.0,56.0,10.0,4.0,58.8,32.9,5.9,2.4,10708
Avoca (NSW),61.0,34.0,8.0,3.0,57.5,32.1,7.5,2.8,10113
Fitzroy Falls,62.0,29.0,8.0,0.0,62.6,29.3,8.1,0.0,11529
Bundanoon (NSW),535.0,449.0,49.0,45.0,49.6,41.7,4.5,4.2,10670
Wingello,164.0,96.0,13.0,9.0,58.2,34.0,4.6,3.2,14330
Exeter (NSW),216.0,196.0,22.0,18.0,47.8,43.4,4.9,4.0,11475
High Range,131.0,61.0,9.0,3.0,64.2,29.9,4.4,1.5,11900
Joadja,38.0,23.0,0.0,0.0,62.3,37.7,0.0,0.0,12035
Canyonleigh,110.0,86.0,15.0,8.0,50.2,39.3,6.8,3.7,10799
Penrose,54.0,44.0,9.0,3.0,49.1,40.0,8.2,2.7,13185
Baulkham Hills,12097.0,5592.0,802.0,959.0,62.2,28.8,4.1,4.9,10233
Bella Vista,2807.0,1247.0,162.0,257.0,62.8,27.9,3.6,5.7,10263
Glenhaven,1934.0,1076.0,119.0,124.0,59.5,33.1,3.7,3.8,11667
Castle Hill (NSW),12526.0,6067.0,676.0,1026.0,61.7,29.9,3.3,5.1,10847
West Pennant Hills,5342.0,2666.0,322.0,398.0,61.2,30.5,3.7,4.6,14249
Cherrybrook,5965.0,3009.0,372.0,526.0,60.4,30.5,3.8,5.3,10898
Kellyville,9779.0,4243.0,576.0,680.0,64.0,27.8,3.8,4.5,12088
Kenthurst,1609.0,896.0,93.0,93.0,59.8,33.3,3.5,3.5,12100
Glenorie,1045.0,607.0,92.0,50.0,58.2,33.8,5.1,2.8,11673
Maroota,189.0,85.0,24.0,6.0,62.2,28.0,7.9,2.0,12500
Canoelands,51.0,33.0,13.0,0.0,52.6,34.0,13.4,0.0,10794
Cattai,269.0,133.0,21.0,13.0,61.7,30.5,4.8,3.0,10859
South Maroota,185.0,81.0,5.0,8.0,66.3,29.0,1.8,2.9,13592
Dural (Hornsby - NSW),2302.0,1240.0,185.0,141.0,59.5,32.1,4.8,3.6,11328
Sackville North,79.0,47.0,3.0,5.0,59.0,35.1,2.2,3.7,13459
Lower Portland,175.0,98.0,16.0,12.0,58.1,32.6,5.3,4.0,12412
Middle Dural,290.0,188.0,24.0,19.0,55.7,36.1,4.6,3.6,12603
Annangrove,475.0,264.0,38.0,14.0,60.1,33.4,4.8,1.8,10062
Galston,892.0,540.0,68.0,55.0,57.4,34.7,4.4,3.5,11582
Arcadia (NSW),434.0,267.0,22.0,25.0,58.0,35.7,2.9,3.3,10072
Fiddletown,75.0,42.0,11.0,3.0,57.3,32.1,8.4,2.3,11513
Berowra Waters,16.0,9.0,0.0,0.0,64.0,36.0,0.0,0.0,10311
Berrilee,85.0,32.0,3.0,7.0,66.9,25.2,2.4,5.5,10319
Bilpin,196.0,101.0,15.0,21.0,58.9,30.3,4.5,6.3,10358
Colo Heights,75.0,54.0,8.0,3.0,53.6,38.6,5.7,2.1,10984
Lower Macdonald,83.0,37.0,12.0,10.0,58.5,26.1,8.5,7.0,12408
Cumberland Reach,66.0,28.0,10.0,10.0,57.9,24.6,8.8,8.8,11156
St Albans (NSW),22.0,33.0,7.0,0.0,35.5,53.2,11.3,0.0,13630
Bowen Mountain,519.0,262.0,31.0,42.0,60.8,30.7,3.6,4.9,10528
Grose Vale,452.0,194.0,19.0,15.0,66.5,28.5,2.8,2.2,11785
Grose Wold,200.0,105.0,22.0,10.0,59.3,31.2,6.5,3.0,11786
Kurrajong,1019.0,504.0,81.0,61.0,61.2,30.3,4.9,3.7,12218
Kurrajong Hills,219.0,111.0,13.0,15.0,61.2,31.0,3.6,4.2,12220
Kurrajong Heights,434.0,238.0,24.0,20.0,60.6,33.2,3.4,2.8,12219
Kurmond,252.0,148.0,19.0,14.0,58.2,34.2,4.4,3.2,12215
The Slopes,110.0,63.0,9.0,9.0,57.6,33.0,4.7,4.7,13842
East Kurrajong,750.0,324.0,46.0,33.0,65.0,28.1,4.0,2.9,11356
Wilberforce (NSW),1028.0,465.0,86.0,70.0,62.3,28.2,5.2,4.2,14288
Freemans Reach,715.0,281.0,45.0,35.0,66.4,26.1,4.2,3.3,11564
Sackville,95.0,43.0,4.0,5.0,64.6,29.3,2.7,3.4,13458
Ebenezer (NSW),328.0,156.0,31.0,21.0,61.2,29.1,5.8,3.9,11371
Glossodia,998.0,423.0,99.0,47.0,63.7,27.0,6.3,3.0,11684
Blaxlands Ridge,160.0,71.0,29.0,8.0,59.7,26.5,10.8,3.0,10409
Tennyson (NSW),146.0,54.0,6.0,6.0,68.9,25.5,2.8,2.8,13789
Vineyard,304.0,164.0,29.0,16.0,59.3,32.0,5.7,3.1,14076
McGraths Hill,955.0,399.0,58.0,39.0,65.8,27.5,4.0,2.7,12542
Maraylya,405.0,213.0,16.0,22.0,61.7,32.5,2.4,3.4,12484
Oakville,667.0,323.0,28.0,33.0,63.5,30.7,2.7,3.1,13060
Pitt Town,1088.0,476.0,66.0,37.0,65.3,28.6,4.0,2.2,13226
Pitt Town Bottoms,32.0,14.0,3.0,0.0,65.3,28.6,6.1,0.0,13227
Rouse Hill,2792.0,1233.0,164.0,197.0,63.7,28.1,3.7,4.5,13429
Beaumont Hills,3173.0,1369.0,180.0,209.0,64.3,27.8,3.7,4.2,10243
Nelson (The Hills Shire - NSW),146.0,81.0,10.0,3.0,60.8,33.8,4.2,1.2,12922
Box Hill (NSW),268.0,146.0,22.0,12.0,59.8,32.6,4.9,2.7,10539
Blacktown,13934.0,5843.0,1161.0,1855.0,61.1,25.6,5.1,8.1,10397
Kings Park (NSW),1216.0,477.0,96.0,84.0,64.9,25.5,5.1,4.5,12150
Acacia Gardens,1482.0,505.0,91.0,108.0,67.8,23.1,4.2,4.9,10014
Quakers Hill,9337.0,3808.0,600.0,916.0,63.7,26.0,4.1,6.2,13286
Marayong,2248.0,957.0,162.0,299.0,61.3,26.1,4.4,8.2,12485
Woodcroft (NSW),2463.0,871.0,167.0,238.0,65.9,23.3,4.5,6.4,14381
Bungarribee,1011.0,264.0,83.0,65.0,71.0,18.6,5.8,4.6,10682
Doonside,3527.0,1566.0,306.0,553.0,59.3,26.3,5.1,9.3,11275
Seven Hills (NSW),5891.0,2465.0,440.0,678.0,62.2,26.0,4.6,7.2,13518
Lalor Park,2183.0,937.0,192.0,259.0,61.1,26.2,5.4,7.3,12261
Kings Langley,3237.0,1377.0,219.0,210.0,64.2,27.3,4.3,4.2,12149
Toongabbie (NSW),4518.0,1844.0,319.0,496.0,63.0,25.7,4.4,6.9,13907
Prospect (NSW),1564.0,649.0,101.0,114.0,64.4,26.7,4.2,4.7,13266
Glenwood (NSW),5659.0,2326.0,404.0,542.0,63.4,26.0,4.5,6.1,11682
Parklea,886.0,348.0,57.0,74.0,64.9,25.5,4.2,5.4,13153
Stanhope Gardens,3213.0,1234.0,171.0,263.0,65.8,25.3,3.5,5.4,13649
Kellyville Ridge,3766.0,1373.0,228.0,252.0,67.0,24.4,4.1,4.5,12089
The Ponds,4255.0,1384.0,284.0,271.0,68.7,22.3,4.6,4.4,13835
Riverstone,2299.0,925.0,171.0,228.0,63.5,25.5,4.7,6.3,13368
Schofields,1754.0,666.0,119.0,137.0,65.5,24.9,4.4,5.1,13502
Shanes Park,135.0,52.0,10.0,16.0,63.4,24.4,4.7,7.5,13524
Marsden Park,293.0,110.0,20.0,18.0,66.4,24.9,4.5,4.1,12505
Colebee,805.0,218.0,34.0,47.0,72.9,19.7,3.1,4.3,10965
Bidwill (NSW),580.0,307.0,78.0,251.0,47.7,25.2,6.4,20.6,10340
Hebersham,1298.0,610.0,141.0,236.0,56.8,26.7,6.2,10.3,11886
Dharruk,684.0,280.0,63.0,127.0,59.3,24.3,5.5,11.0,11248
Blackett,635.0,306.0,67.0,140.0,55.3,26.7,5.8,12.2,10392
Emerton,441.0,226.0,40.0,118.0,53.5,27.4,4.8,14.3,11413
Glendenning,1687.0,658.0,117.0,192.0,63.6,24.8,4.4,7.2,11659
Dean Park,975.0,390.0,74.0,104.0,63.2,25.3,4.8,6.7,11224
Plumpton (NSW),2980.0,1081.0,213.0,351.0,64.4,23.4,4.6,7.6,13230
Oakhurst (NSW),2301.0,903.0,174.0,245.0,63.5,24.9,4.8,6.8,13058
Hassall Grove,1429.0,603.0,107.0,157.0,62.2,26.3,4.7,6.8,11866
Shalvey,723.0,317.0,79.0,125.0,58.1,25.5,6.4,10.0,13523
Willmot,382.0,175.0,61.0,142.0,50.3,23.0,8.0,18.7,14302
Tregear,651.0,301.0,77.0,202.0,52.9,24.5,6.3,16.4,13934
Lethbridge Park,900.0,400.0,83.0,229.0,55.8,24.8,5.1,14.2,12307
Ropes Crossing,2148.0,637.0,139.0,157.0,69.7,20.7,4.5,5.1,13397
Mount Druitt,4011.0,1841.0,349.0,735.0,57.8,26.5,5.0,10.6,12756
Whalan,1088.0,527.0,134.0,268.0,53.9,26.1,6.6,13.3,14266
Eastern Creek,239.0,98.0,27.0,20.0,62.2,25.5,7.0,5.2,11366
Minchinbury,1917.0,798.0,162.0,184.0,62.6,26.1,5.3,6.0,12633
Rooty Hill,4492.0,1765.0,358.0,521.0,62.9,24.7,5.0,7.3,13395
Botany,3867.0,1480.0,288.0,229.0,65.9,25.2,4.9,3.9,10517
Mascot,5675.0,2113.0,424.0,449.0,65.5,24.4,4.9,5.2,12519
Eastlakes,1722.0,985.0,131.0,268.0,55.4,31.7,4.2,8.6,11368
Rosebery (NSW),3693.0,1260.0,278.0,286.0,66.9,22.8,5.0,5.2,13405
Pagewood,1136.0,556.0,60.0,71.0,62.3,30.5,3.3,3.9,13125
Daceyville,169.0,117.0,17.0,46.0,48.4,33.5,4.9,13.2,11185
Hillsdale,1724.0,757.0,139.0,186.0,61.4,27.0,5.0,6.6,11911
Eastgardens,240.0,114.0,25.0,13.0,61.2,29.1,6.4,3.3,11367
Matraville,2939.0,1401.0,236.0,228.0,61.2,29.2,4.9,4.7,12524
Marrickville,9381.0,3957.0,628.0,822.0,63.4,26.8,4.2,5.6,12504
Petersham,3238.0,1201.0,200.0,224.0,66.6,24.7,4.1,4.6,13190
Dulwich Hill,5121.0,2019.0,347.0,377.0,65.1,25.7,4.4,4.8,11303
Newtown (NSW),6609.0,2299.0,449.0,446.0,67.4,23.5,4.6,4.5,12960
Lewisham (NSW),1202.0,470.0,74.0,114.0,64.6,25.3,4.0,6.1,12313
Stanmore (NSW),3235.0,1221.0,200.0,177.0,66.9,25.3,4.1,3.7,13650
Camperdown (NSW),3977.0,1641.0,349.0,467.0,61.8,25.5,5.4,7.3,10781
Enmore (Inner West - NSW),1622.0,642.0,91.0,113.0,65.7,26.0,3.7,4.6,11425
St Peters (NSW),1491.0,451.0,86.0,83.0,70.6,21.4,4.1,3.9,13644
Sydenham (NSW),422.0,201.0,35.0,43.0,60.2,28.7,5.0,6.1,13714
Tempe,1212.0,561.0,81.0,90.0,62.3,28.9,4.2,4.6,13785
Darlinghurst,5343.0,1527.0,249.0,341.0,71.6,20.5,3.3,4.6,11212
Erskineville,4172.0,1016.0,225.0,192.0,74.4,18.1,4.0,3.4,11439
Alexandria,4434.0,993.0,248.0,204.0,75.4,16.9,4.2,3.5,10030
Glebe (NSW),3788.0,1802.0,269.0,421.0,60.3,28.7,4.3,6.7,11641
Forest Lodge,1866.0,695.0,104.0,170.0,65.8,24.5,3.7,6.0,11546
Annandale (NSW),3676.0,1451.0,238.0,240.0,65.6,25.9,4.2,4.3,10061
Darlington (Sydney - NSW),931.0,476.0,75.0,162.0,56.6,29.0,4.6,9.9,11214
Potts Point,4099.0,866.0,166.0,220.0,76.6,16.2,3.1,4.1,13256
Elizabeth Bay,2539.0,662.0,123.0,128.0,73.6,19.2,3.6,3.7,11395
Sydney,5461.0,4116.0,446.0,633.0,51.2,38.6,4.2,5.9,13715
Woolloomooloo,1642.0,449.0,117.0,128.0,70.3,19.2,5.0,5.5,14406
Rushcutters Bay,1190.0,323.0,60.0,68.0,72.5,19.7,3.7,4.1,13444
Pyrmont,5510.0,1923.0,365.0,408.0,67.1,23.4,4.4,5.0,13284
Ultimo,2005.0,1493.0,198.0,538.0,47.4,35.3,4.7,12.7,14006
Redfern,5477.0,1722.0,293.0,433.0,69.1,21.7,3.7,5.5,13339
Eveleigh,220.0,97.0,21.0,23.0,60.9,26.9,5.8,6.4,11471
Chippendale,2386.0,1307.0,172.0,503.0,54.6,29.9,3.9,11.5,10907
Surry Hills,7599.0,2218.0,368.0,491.0,71.2,20.8,3.4,4.6,13699
Haymarket,1424.0,2043.0,201.0,373.0,35.2,50.6,5.0,9.2,11877
Dawes Point,147.0,60.0,5.0,4.0,68.1,27.8,2.3,1.9,11222
Millers Point,621.0,146.0,38.0,22.0,75.1,17.7,4.6,2.7,12619
Barangaroo,66.0,13.0,0.0,0.0,83.5,16.5,0.0,0.0,10191
Balmain East,670.0,288.0,35.0,47.0,64.4,27.7,3.4,4.5,10165
The Rocks (Sydney - NSW),262.0,72.0,13.0,10.0,73.4,20.2,3.6,2.8,13840
Waterloo (NSW),5226.0,1615.0,310.0,635.0,67.1,20.7,4.0,8.2,14183
Zetland,3908.0,1055.0,219.0,426.0,69.7,18.8,3.9,7.6,14524
Beaconsfield (NSW),488.0,156.0,24.0,12.0,71.8,22.9,3.5,1.8,10239
Bronte,2480.0,982.0,164.0,134.0,66.0,26.1,4.4,3.6,10594
Tamarama,668.0,220.0,42.0,31.0,69.5,22.9,4.4,3.2,13741
Bondi,4056.0,1549.0,249.0,246.0,66.5,25.4,4.1,4.0,10464
Bondi Beach,5084.0,1591.0,280.0,270.0,70.4,22.0,3.9,3.7,10465
North Bondi,3339.0,1397.0,221.0,185.0,64.9,27.2,4.3,3.6,12984
Waverley (NSW),1412.0,565.0,92.0,72.0,66.0,26.4,4.3,3.4,14200
Bondi Junction,3462.0,1373.0,206.0,226.0,65.7,26.1,3.9,4.3,10467
Queens Park (NSW),986.0,480.0,67.0,69.0,61.5,30.0,4.2,4.3,13294
Centennial Park (NSW),1045.0,342.0,66.0,60.0,69.1,22.6,4.4,4.0,10873
Darling Point,1396.0,584.0,92.0,57.0,65.6,27.4,4.3,2.7,11211
Edgecliff,983.0,329.0,47.0,46.0,70.0,23.4,3.3,3.3,11379
Double Bay,1776.0,663.0,96.0,90.0,67.7,25.3,3.7,3.4,11281
Bellevue Hill,3660.0,1577.0,230.0,196.0,64.6,27.8,4.1,3.5,10271
Rose Bay (NSW),3331.0,1553.0,216.0,198.0,62.9,29.3,4.1,3.7,13398
Paddington (NSW),5588.0,1729.0,302.0,261.0,70.9,21.9,3.8,3.3,13115
Point Piper,452.0,179.0,40.0,20.0,65.4,25.9,5.8,2.9,13233
Vaucluse,2664.0,1427.0,184.0,191.0,59.7,32.0,4.1,4.3,14071
Dover Heights,1111.0,661.0,66.0,62.0,58.5,34.8,3.5,3.3,11284
Watsons Bay,276.0,110.0,26.0,14.0,64.8,25.8,6.1,3.3,14187
Woollahra,2685.0,996.0,143.0,128.0,67.9,25.2,3.6,3.2,14404
Clovelly,1783.0,738.0,108.0,94.0,65.5,27.1,4.0,3.5,10938
South Coogee,1456.0,755.0,107.0,146.0,59.1,30.6,4.3,5.9,13579
Coogee (NSW),6644.0,2149.0,397.0,309.0,69.9,22.6,4.2,3.3,11015
La Perouse,90.0,54.0,17.0,8.0,53.3,32.0,10.1,4.7,12230
Little Bay,1383.0,559.0,101.0,88.0,64.9,26.2,4.7,4.1,12349
Malabar,1003.0,541.0,84.0,83.0,58.6,31.6,4.9,4.9,12453
Chifley (NSW),920.0,480.0,77.0,63.0,59.7,31.2,5.0,4.1,10901
Phillip Bay,212.0,95.0,25.0,16.0,60.9,27.3,7.2,4.6,13193
Kensington (NSW),3862.0,2301.0,422.0,782.0,52.4,31.2,5.7,10.6,12099
Kingsford (NSW),3786.0,2244.0,284.0,746.0,53.6,31.8,4.0,10.6,12156
Maroubra,9409.0,4371.0,660.0,821.0,61.7,28.6,4.3,5.4,12501
Randwick,11616.0,4253.0,692.0,669.0,67.4,24.7,4.0,3.9,13312
Georges Hall,2196.0,1146.0,193.0,217.0,58.5,30.5,5.1,5.8,11601
Bass Hill,2017.0,1044.0,227.0,338.0,55.6,28.8,6.3,9.3,10224
Yagoona,4024.0,2044.0,399.0,691.0,56.2,28.6,5.6,9.7,14453
Villawood,836.0,514.0,105.0,255.0,48.9,30.1,6.1,14.9,14074
Greenacre,4792.0,2863.0,575.0,797.0,53.1,31.7,6.4,8.8,11757
Potts Hill,300.0,91.0,41.0,22.0,66.1,20.0,9.0,4.8,13255
Milperra,1161.0,649.0,86.0,106.0,58.0,32.4,4.3,5.3,12625
Revesby,4211.0,1784.0,300.0,437.0,62.6,26.5,4.5,6.5,13355
Condell Park,2732.0,1383.0,264.0,392.0,57.3,29.0,5.5,8.2,11001
Bankstown,6988.0,3810.0,684.0,1394.0,54.3,29.6,5.3,10.8,10180
Mount Lewis,259.0,129.0,26.0,36.0,57.6,28.7,5.8,8.0,12774
Punchbowl (Canterbury-Bankstown - NSW),4030.0,2515.0,510.0,817.0,51.2,31.9,6.5,10.4,13273
Padstow,4072.0,1732.0,287.0,439.0,62.4,26.5,4.4,6.7,13120
Padstow Heights,1041.0,510.0,80.0,71.0,61.2,30.0,4.7,4.2,13121
Panania,3724.0,1706.0,301.0,341.0,61.3,28.1,5.0,5.6,13144
East Hills,973.0,475.0,67.0,93.0,60.5,29.5,4.2,5.8,11351
Picnic Point,1940.0,945.0,150.0,125.0,61.4,29.9,4.7,4.0,13199
Revesby Heights,541.0,276.0,42.0,30.0,60.9,31.0,4.7,3.4,13356
Birrong,764.0,378.0,78.0,124.0,56.8,28.1,5.8,9.2,10379
Belmore,3209.0,1699.0,309.0,480.0,56.3,29.8,5.4,8.4,10279
Belfield,1751.0,871.0,140.0,148.0,60.2,29.9,4.8,5.1,10257
Campsie,6451.0,3967.0,562.0,1128.0,53.3,32.8,4.6,9.3,10782
Canterbury (NSW),2342.0,1112.0,187.0,239.0,60.4,28.7,4.8,6.2,10797
Clemton Park,414.0,204.0,35.0,34.0,60.3,29.7,5.1,4.9,10928
Earlwood,5171.0,2513.0,402.0,385.0,61.0,29.7,4.7,4.5,11343
Kingsgrove,3478.0,1746.0,299.0,354.0,59.2,29.7,5.1,6.0,12158
Riverwood,2852.0,1561.0,269.0,494.0,55.1,30.2,5.2,9.5,13371
Roselands,2966.0,1506.0,244.0,384.0,58.2,29.5,4.8,7.5,13409
Beverly Hills,2834.0,1477.0,241.0,333.0,58.0,30.2,4.9,6.8,10331
Narwee,1527.0,697.0,110.0,226.0,59.6,27.2,4.3,8.8,12912
Lakemba,3242.0,2091.0,333.0,884.0,49.5,31.9,5.1,13.5,12257
Wiley Park,2035.0,1359.0,226.0,489.0,49.5,33.1,5.5,11.9,14293
Hurstville,8160.0,4698.0,667.0,1470.0,54.4,31.3,4.4,9.8,11964
Carlton (NSW),3262.0,1681.0,279.0,355.0,58.5,30.1,5.0,6.4,10819
Penshurst (NSW),3874.0,2140.0,330.0,440.0,57.1,31.5,4.9,6.5,13186
Oatley,3160.0,1759.0,255.0,222.0,58.6,32.6,4.7,4.1,13064
Mortdale,3587.0,1568.0,256.0,291.0,62.9,27.5,4.5,5.1,12728
Peakhurst,2860.0,1474.0,222.0,255.0,59.4,30.6,4.6,5.3,13168
Hurstville Grove,836.0,439.0,45.0,71.0,60.1,31.6,3.2,5.1,11965
Lugarno,1705.0,974.0,122.0,109.0,58.6,33.5,4.2,3.7,12421
Peakhurst Heights,680.0,348.0,54.0,48.0,60.2,30.8,4.8,4.2,13169
South Hurstville,1471.0,743.0,114.0,154.0,59.3,29.9,4.6,6.2,13587
Blakehurst,1796.0,933.0,142.0,134.0,59.8,31.0,4.7,4.5,10403
Kyle Bay,310.0,165.0,30.0,29.0,58.1,30.9,5.6,5.4,12227
Connells Point,866.0,450.0,72.0,46.0,60.4,31.4,5.0,3.2,11013
Carss Park,342.0,182.0,18.0,32.0,59.6,31.7,3.1,5.6,10837
Arncliffe,3197.0,1546.0,269.0,335.0,59.8,28.9,5.0,6.3,10086
Wolli Creek,2565.0,1113.0,178.0,283.0,62.0,26.9,4.3,6.8,14353
Turrella,736.0,421.0,66.0,108.0,55.3,31.6,5.0,8.1,13982
Bardwell Valley,685.0,319.0,57.0,70.0,60.6,28.2,5.0,6.2,10196
Bardwell Park,763.0,342.0,41.0,52.0,63.7,28.5,3.4,4.3,10195
Bexley,5408.0,2681.0,458.0,552.0,59.4,29.5,5.0,6.1,10334
Kogarah,4833.0,2629.0,338.0,620.0,57.4,31.2,4.0,7.4,12181
Bexley North,1180.0,535.0,77.0,110.0,62.0,28.1,4.0,5.8,10335
Allawah,1818.0,974.0,143.0,247.0,57.1,30.6,4.5,7.8,10038
Beverley Park,714.0,356.0,64.0,61.0,59.7,29.8,5.4,5.1,10330
