,Less than 5 hours per week,5 to 14 hours per week,15 to 29 hours per week,30 hours or more per week,Less than 5 hours per week (%),5 to 14 hours per week (%),15 to 29 hours per week (%),30 hours or more per week (%),SSC_CODE
Bithramere,34.0,43.0,17.0,10.0,22.4,28.3,11.2,6.6,10381
Winton (NSW),44.0,42.0,20.0,16.0,24.9,23.7,11.3,9.0,14336
Rushes Creek,17.0,11.0,10.0,23.0,18.7,12.1,11.0,25.3,13445
Somerton (NSW),48.0,58.0,27.0,17.0,20.9,25.2,11.7,7.4,13572
Bective,35.0,46.0,28.0,18.0,19.6,25.7,15.6,10.1,10245
Attunga,82.0,114.0,61.0,54.0,17.9,24.9,13.3,11.8,10105
Garthowen,27.0,34.0,16.0,13.0,21.1,26.6,12.5,10.2,11593
Limbri,17.0,23.0,16.0,15.0,18.1,24.5,17.0,16.0,12327
Tintinhull,43.0,101.0,47.0,41.0,14.0,32.8,15.3,13.3,13879
Loomberah,96.0,107.0,55.0,53.0,24.2,27.0,13.9,13.4,12386
Moonbi,140.0,221.0,128.0,107.0,15.2,23.9,13.9,11.6,12699
Bendemeer,85.0,102.0,47.0,43.0,20.3,24.3,11.2,10.3,10289
Watsons Creek (NSW),10.0,26.0,16.0,7.0,9.4,24.5,15.1,6.6,14188
Halls Creek (NSW),10.0,31.0,24.0,15.0,9.7,30.1,23.3,14.6,11834
Barraba,149.0,250.0,149.0,160.0,12.3,20.6,12.3,13.2,10206
Upper Manilla,10.0,34.0,9.0,13.0,9.3,31.8,8.4,12.1,14037
Manilla,297.0,437.0,254.0,239.0,14.2,20.9,12.1,11.4,12474
Daruka,138.0,203.0,103.0,73.0,22.2,32.7,16.6,11.8,11218
Moore Creek,352.0,534.0,275.0,211.0,20.5,31.0,16.0,12.3,12710
Hallsville,82.0,121.0,74.0,54.0,19.4,28.6,17.5,12.8,11835
Nundle,47.0,94.0,59.0,47.0,11.8,23.5,14.7,11.8,13043
Ogunbil,32.0,37.0,12.0,18.0,25.4,29.4,9.5,14.3,13071
Dungowan,56.0,82.0,51.0,41.0,18.2,26.7,16.6,13.4,11321
Piallamore,39.0,45.0,51.0,21.0,20.1,23.2,26.3,10.8,13195
Woolomin,39.0,47.0,26.0,26.0,18.1,21.9,12.1,12.1,14408
Warral,67.0,86.0,49.0,24.0,21.1,27.0,15.4,7.5,14163
Timbumburi,22.0,35.0,16.0,19.0,20.8,33.0,15.1,17.9,13870
Windale,417.0,506.0,230.0,315.0,15.9,19.3,8.8,12.0,14315
Jewells,412.0,599.0,312.0,213.0,20.8,30.3,15.8,10.8,12024
Belmont North,1127.0,1337.0,675.0,566.0,22.2,26.4,13.3,11.2,10277
Belmont (NSW),1246.0,1583.0,786.0,584.0,20.8,26.4,13.1,9.7,10276
Floraville,347.0,437.0,202.0,146.0,24.3,30.6,14.1,10.2,11535
Blacksmiths,278.0,406.0,196.0,163.0,17.9,26.1,12.6,10.5,10396
Pelican (NSW),162.0,186.0,109.0,74.0,21.6,24.8,14.5,9.9,13178
Marks Point,292.0,409.0,201.0,154.0,19.1,26.7,13.1,10.1,12492
Belmont South,173.0,217.0,97.0,85.0,19.1,24.0,10.7,9.4,10278
Kahibah,414.0,642.0,270.0,189.0,21.2,32.9,13.8,9.7,12048
Charlestown (NSW),2477.0,3021.0,1445.0,999.0,23.3,28.4,13.6,9.4,10885
Whitebridge,470.0,601.0,308.0,208.0,22.3,28.6,14.6,9.9,14276
Gateshead,416.0,579.0,280.0,284.0,16.8,23.4,11.3,11.5,11594
Dudley,426.0,600.0,291.0,226.0,22.3,31.5,15.3,11.9,11300
Highfields (NSW),151.0,196.0,102.0,49.0,22.5,29.3,15.2,7.3,11902
Garden Suburb,362.0,440.0,238.0,136.0,22.9,27.8,15.0,8.6,11587
Cardiff (NSW),1036.0,1296.0,601.0,489.0,22.0,27.5,12.8,10.4,10809
Hillsborough (Lake Macquarie - NSW),106.0,153.0,79.0,46.0,20.0,28.9,14.9,8.7,11909
Warners Bay,1344.0,1820.0,864.0,638.0,21.4,29.0,13.8,10.2,14153
Argenton,205.0,253.0,109.0,130.0,18.5,22.8,9.8,11.7,10078
Glendale (NSW),512.0,659.0,344.0,285.0,20.5,26.3,13.8,11.4,11658
Elermore Vale,927.0,1288.0,610.0,461.0,20.6,28.7,13.6,10.3,11394
Macquarie Hills,566.0,821.0,392.0,257.0,22.1,32.0,15.3,10.0,12434
Kotara,691.0,957.0,443.0,363.0,22.1,30.6,14.2,11.6,12200
Cardiff Heights,222.0,345.0,174.0,102.0,18.4,28.5,14.4,8.4,10810
Cardiff South,501.0,661.0,311.0,218.0,22.2,29.3,13.8,9.7,10811
New Lambton Heights,479.0,592.0,303.0,209.0,24.5,30.3,15.5,10.7,12943
Rankin Park,433.0,644.0,332.0,202.0,21.7,32.3,16.6,10.1,13315
Tingira Heights,360.0,471.0,195.0,168.0,21.5,28.1,11.6,10.0,13875
Mount Hutton (NSW),578.0,741.0,413.0,272.0,19.5,24.9,13.9,9.2,12766
Eleebana,1005.0,1421.0,748.0,512.0,21.6,30.5,16.1,11.0,11393
Redhead,569.0,781.0,391.0,312.0,19.9,27.3,13.7,10.9,13340
Caves Beach,707.0,910.0,528.0,365.0,21.1,27.2,15.8,10.9,10862
Nords Wharf,144.0,213.0,107.0,73.0,20.2,29.9,15.0,10.2,12975
Swansea (NSW),813.0,1005.0,567.0,460.0,18.4,22.7,12.8,10.4,13711
Swansea Heads,138.0,125.0,73.0,57.0,26.8,24.3,14.2,11.1,13712
Catherine Hill Bay,37.0,37.0,24.0,13.0,26.2,26.2,17.0,9.2,10857
Cams Wharf,27.0,37.0,20.0,7.0,22.9,31.4,16.9,5.9,10784
Murrays Beach,104.0,175.0,78.0,52.0,22.3,37.5,16.7,11.1,12854
Valentine,995.0,1385.0,717.0,442.0,22.1,30.7,15.9,9.8,14065
Croudace Bay,83.0,125.0,68.0,52.0,19.1,28.8,15.7,12.0,11128
Speers Point,624.0,787.0,433.0,261.0,22.3,28.2,15.5,9.3,13605
Lakelands (NSW),301.0,372.0,178.0,97.0,25.7,31.8,15.2,8.3,12256
Boolaroo,200.0,234.0,114.0,81.0,22.2,25.9,12.6,9.0,10482
Booragul,178.0,249.0,126.0,128.0,17.0,23.7,12.0,12.2,10495
Fennell Bay,295.0,325.0,202.0,177.0,21.5,23.6,14.7,12.9,11500
Marmong Point,142.0,213.0,90.0,60.0,22.7,34.0,14.4,9.6,12498
Woodrising,232.0,249.0,111.0,92.0,24.8,26.7,11.9,9.9,14391
Bolton Point,310.0,375.0,231.0,190.0,18.0,21.7,13.4,11.0,10449
Teralba,240.0,347.0,174.0,123.0,17.8,25.8,12.9,9.1,13793
Fassifern (NSW),121.0,130.0,79.0,61.0,23.0,24.7,15.0,11.6,11495
Balcolyn,145.0,209.0,119.0,90.0,18.6,26.8,15.3,11.6,10145
Yarrawonga Park,59.0,81.0,50.0,32.0,18.7,25.6,15.8,10.1,14487
Mirrabooka (NSW),150.0,171.0,86.0,60.0,25.0,28.5,14.3,10.0,12647
Sunshine (NSW),76.0,95.0,47.0,39.0,21.4,26.8,13.2,11.0,13694
Silverwater (Lake Macquarie - NSW),46.0,63.0,27.0,32.0,19.5,26.7,11.4,13.6,13546
Bonnells Bay,598.0,789.0,448.0,297.0,20.4,26.9,15.3,10.1,10468
Brightwaters,155.0,215.0,127.0,60.0,20.7,28.7,17.0,8.0,10570
Morisset Park,132.0,167.0,84.0,80.0,22.8,28.8,14.5,13.8,12724
Windermere Park,111.0,133.0,77.0,64.0,20.9,25.0,14.5,12.0,14321
Edgeworth,1022.0,1265.0,600.0,539.0,20.3,25.2,11.9,10.7,11381
Cameron Park,1358.0,1771.0,765.0,573.0,23.2,30.3,13.1,9.8,10775
Cooranbong,942.0,1179.0,624.0,478.0,20.9,26.2,13.9,10.6,11052
Wyee,342.0,483.0,265.0,220.0,17.2,24.3,13.3,11.1,14438
Morisset,479.0,626.0,303.0,266.0,16.8,21.9,10.6,9.3,12723
Wyee Point,183.0,238.0,109.0,124.0,20.4,26.5,12.1,13.8,14439
Mandalong,79.0,73.0,61.0,47.0,23.2,21.5,17.9,13.8,12465
Dora Creek,254.0,407.0,205.0,152.0,18.1,28.9,14.6,10.8,11277
Eraring,23.0,55.0,36.0,25.0,13.1,31.4,20.6,14.3,11429
Martinsville,46.0,81.0,44.0,52.0,14.8,26.1,14.2,16.8,12512
Blackalls Park,463.0,626.0,303.0,255.0,20.5,27.7,13.4,11.3,10390
Toronto,855.0,1111.0,543.0,507.0,18.1,23.5,11.5,10.7,13918
Kilaben Bay,244.0,326.0,197.0,132.0,21.0,28.0,16.9,11.3,12125
Coal Point,302.0,464.0,234.0,173.0,20.0,30.8,15.5,11.5,10943
Awaba,73.0,73.0,39.0,43.0,23.3,23.3,12.5,13.7,10118
Carey Bay,139.0,194.0,96.0,73.0,17.8,24.8,12.3,9.3,10812
Buttaba,177.0,240.0,129.0,120.0,20.2,27.3,14.7,13.7,10723
Fishing Point,151.0,261.0,166.0,110.0,16.9,29.2,18.5,12.3,11526
Rathmines,314.0,456.0,256.0,186.0,19.7,28.6,16.0,11.6,13319
Wangi Wangi,420.0,674.0,386.0,251.0,17.8,28.6,16.4,10.7,14135
Arcadia Vale,224.0,326.0,164.0,118.0,20.0,29.1,14.6,10.5,10073
Balmoral (Lake Macquarie - NSW),143.0,168.0,76.0,74.0,23.9,28.1,12.7,12.4,10166
Holmesville,198.0,279.0,125.0,137.0,18.0,25.3,11.4,12.4,11924
Barnsley,302.0,362.0,184.0,161.0,21.7,26.0,13.2,11.5,10204
Seahampton,50.0,61.0,21.0,27.0,22.5,27.5,9.5,12.2,13511
West Wallsend,348.0,483.0,252.0,222.0,19.5,27.0,14.1,12.4,14253
Killingworth (NSW),107.0,148.0,86.0,67.0,19.5,27.0,15.7,12.2,12137
Wakefield,15.0,25.0,18.0,13.0,14.3,23.8,17.1,12.4,14088
Adamstown Heights,925.0,1327.0,632.0,463.0,22.1,31.6,15.1,11.0,10017
Adamstown,1339.0,1409.0,575.0,394.0,27.2,28.6,11.7,8.0,10016
Kotara South,189.0,234.0,135.0,91.0,22.0,27.2,15.7,10.6,12201
Woodberry,416.0,524.0,266.0,262.0,17.7,22.3,11.3,11.1,14377
Beresfield,547.0,665.0,330.0,322.0,20.7,25.2,12.5,12.2,10301
Tarro,257.0,321.0,168.0,146.0,18.6,23.3,12.2,10.6,13771
Hexham (NSW),24.0,29.0,13.0,7.0,21.6,26.1,11.7,6.3,11898
Hamilton South,708.0,841.0,455.0,243.0,22.1,26.3,14.2,7.6,11841
Broadmeadow,353.0,423.0,131.0,78.0,27.0,32.4,10.0,6.0,10578
Hamilton East,207.0,242.0,113.0,67.0,25.9,30.2,14.1,8.4,11839
Newcastle West,176.0,148.0,36.0,22.0,29.4,24.7,6.0,3.7,12951
Hamilton North,216.0,210.0,76.0,47.0,30.5,29.6,10.7,6.6,11840
Hamilton (NSW),1005.0,1083.0,403.0,228.0,26.9,29.0,10.8,6.1,11838
New Lambton,1926.0,2446.0,1051.0,729.0,23.9,30.4,13.0,9.1,12942
Lambton,985.0,1162.0,532.0,337.0,24.7,29.2,13.4,8.5,12264
Jesmond,566.0,498.0,191.0,165.0,22.6,19.9,7.6,6.6,12023
Maryland (Newcastle - NSW),1383.0,1666.0,806.0,587.0,22.9,27.5,13.3,9.7,12514
Fletcher (NSW),896.0,1114.0,490.0,355.0,24.6,30.6,13.4,9.7,11533
Minmi,137.0,149.0,62.0,66.0,24.1,26.2,10.9,11.6,12638
Warabrook,393.0,438.0,158.0,135.0,22.7,25.3,9.1,7.8,14140
Mayfield West,377.0,453.0,165.0,133.0,24.0,28.8,10.5,8.5,12536
Mayfield (Newcastle - NSW),1915.0,2245.0,803.0,577.0,24.4,28.6,10.2,7.3,12530
Mayfield East,339.0,460.0,149.0,95.0,23.5,31.8,10.3,6.6,12534
Merewether Heights,236.0,305.0,175.0,113.0,21.9,28.3,16.2,10.5,12574
Merewether,2598.0,2753.0,1108.0,652.0,28.6,30.4,12.2,7.2,12573
The Junction,270.0,253.0,112.0,71.0,29.9,28.0,12.4,7.9,13827
Cooks Hill,976.0,963.0,275.0,160.0,30.5,30.1,8.6,5.0,11019
Bar Beach,336.0,280.0,116.0,59.0,30.5,25.4,10.5,5.3,10187
Newcastle,772.0,748.0,236.0,103.0,29.5,28.6,9.0,3.9,12949
The Hill,563.0,576.0,166.0,68.0,32.4,33.1,9.5,3.9,13826
Newcastle East,273.0,249.0,83.0,36.0,30.5,27.9,9.3,4.0,12950
Carrington (Newcastle - NSW),455.0,521.0,158.0,98.0,27.5,31.5,9.5,5.9,10830
Shortland,761.0,787.0,358.0,302.0,23.4,24.2,11.0,9.3,13542
Birmingham Gardens,522.0,450.0,164.0,134.0,25.7,22.1,8.1,6.6,10377
Sandgate (NSW),24.0,24.0,19.0,9.0,8.7,8.7,6.9,3.2,13474
North Lambton,671.0,771.0,304.0,207.0,24.5,28.1,11.1,7.6,12993
Stockton (NSW),670.0,877.0,452.0,265.0,18.7,24.5,12.6,7.4,13662
Fern Bay,453.0,588.0,346.0,271.0,19.3,25.0,14.7,11.5,11501
Fullerton Cove,60.0,138.0,94.0,68.0,11.5,26.5,18.1,13.1,11575
Wallsend,2066.0,2717.0,1237.0,961.0,19.8,26.0,11.8,9.2,14118
Georgetown (NSW),406.0,480.0,191.0,135.0,25.1,29.7,11.8,8.4,11603
Waratah West,665.0,638.0,264.0,175.0,26.0,24.9,10.3,6.8,14142
Waratah (NSW),879.0,1005.0,403.0,273.0,22.6,25.9,10.4,7.0,14141
Wickham (NSW),304.0,290.0,96.0,49.0,31.0,29.5,9.8,5.0,14285
Maryville,341.0,406.0,149.0,89.0,27.9,33.3,12.2,7.3,12518
Tighes Hill,326.0,397.0,170.0,90.0,23.8,29.0,12.4,6.6,13863
Islington,477.0,499.0,159.0,99.0,29.7,31.1,9.9,6.2,11990
Ballina,1331.0,1806.0,819.0,629.0,17.4,23.7,10.7,8.2,10162
West Ballina,431.0,632.0,374.0,301.0,16.6,24.3,14.4,11.6,14240
East Ballina,1046.0,1442.0,670.0,399.0,22.5,31.0,14.4,8.6,11345
Skennars Head,206.0,280.0,148.0,93.0,21.5,29.2,15.4,9.7,13554
Alstonville,873.0,1308.0,724.0,573.0,18.3,27.4,15.2,12.0,10046
Wollongbar,440.0,688.0,355.0,260.0,19.5,30.5,15.7,11.5,14357
Wardell,114.0,137.0,78.0,88.0,16.8,20.2,11.5,13.0,14144
East Wardell,39.0,81.0,27.0,30.0,15.5,32.1,10.7,11.9,11365
Empire Vale,33.0,22.0,21.0,20.0,22.6,15.1,14.4,13.7,11416
Meerschaum Vale,61.0,99.0,48.0,41.0,18.6,30.2,14.6,12.5,12556
Dalwood (Ballina - NSW),32.0,61.0,35.0,21.0,16.3,31.1,17.9,10.7,11195
Marom Creek,22.0,27.0,25.0,18.0,19.6,24.1,22.3,16.1,12499
Rous,44.0,49.0,27.0,25.0,25.1,28.0,15.4,14.3,13427
Pimlico (NSW),44.0,70.0,32.0,38.0,17.5,27.9,12.7,15.1,13207
Coolgardie (NSW),11.0,36.0,12.0,9.0,11.3,37.1,12.4,9.3,11031
Keith Hall,24.0,30.0,10.0,17.0,16.7,20.8,6.9,11.8,12086
Uralba,25.0,54.0,34.0,31.0,13.1,28.3,17.8,16.2,14050
Tuckombil,38.0,51.0,43.0,29.0,19.1,25.6,21.6,14.6,13947
Fernleigh,44.0,86.0,33.0,27.0,17.6,34.4,13.2,10.8,11508
Tintenbar,130.0,160.0,101.0,82.0,19.8,24.4,15.4,12.5,13878
Cumbalum,237.0,378.0,171.0,133.0,20.5,32.6,14.8,11.5,11154
Brooklet,54.0,55.0,18.0,49.0,25.2,25.7,8.4,22.9,10598
Knockrow,38.0,38.0,26.0,18.0,22.1,22.1,15.1,10.5,12178
Newrybar,90.0,106.0,54.0,47.0,23.7,27.9,14.2,12.4,12957
Alstonvale,87.0,106.0,64.0,48.0,23.3,28.4,17.2,12.9,10045
Teven,50.0,60.0,31.0,32.0,21.6,26.0,13.4,13.9,13807
Pearces Creek,31.0,47.0,29.0,15.0,21.7,32.9,20.3,10.5,13170
Lynwood (NSW),37.0,50.0,31.0,28.0,19.6,26.5,16.4,14.8,12427
Rous Mill,34.0,62.0,21.0,18.0,19.7,35.8,12.1,10.4,13428
Ewingsdale,144.0,195.0,90.0,51.0,21.6,29.3,13.5,7.7,11474
Eureka (NSW),52.0,89.0,52.0,28.0,19.0,32.5,19.0,10.2,11461
Coorabell,83.0,101.0,47.0,35.0,23.9,29.0,13.5,10.1,11051
Possum Creek,45.0,65.0,38.0,25.0,18.4,26.6,15.6,10.2,13252
Bangalow,369.0,452.0,230.0,156.0,23.4,28.7,14.6,9.9,10174
Coopers Shoot,32.0,69.0,30.0,35.0,13.7,29.6,12.9,15.0,11049
Skinners Shoot,29.0,25.0,13.0,8.0,24.0,20.7,10.7,6.6,13556
Talofa,13.0,28.0,12.0,8.0,14.4,31.1,13.3,8.9,13739
Nashua,32.0,52.0,37.0,19.0,17.8,28.9,20.6,10.6,12914
Federal (NSW),104.0,161.0,84.0,61.0,18.5,28.6,14.9,10.9,11499
Binna Burra (NSW),41.0,52.0,23.0,18.0,24.0,30.4,13.5,10.5,10371
Brunswick Heads,306.0,428.0,203.0,122.0,20.2,28.3,13.4,8.1,10621
Ocean Shores,904.0,1291.0,578.0,403.0,21.3,30.4,13.6,9.5,13070
Tyagarah,22.0,44.0,23.0,6.0,16.5,33.1,17.3,4.5,13993
New Brighton,52.0,88.0,31.0,19.0,18.2,30.8,10.8,6.6,12939
South Golden Beach,159.0,190.0,80.0,68.0,24.5,29.3,12.3,10.5,13581
Wooyung,19.0,28.0,12.0,12.0,16.4,24.1,10.3,10.3,14418
Byron Bay,1142.0,1085.0,480.0,271.0,23.7,22.5,9.9,5.6,10733
Suffolk Park,785.0,880.0,371.0,211.0,25.3,28.3,11.9,6.8,13684
Broken Head,38.0,81.0,37.0,29.0,16.2,34.5,15.7,12.3,10591
Woodburn (Richmond Valley - NSW),101.0,145.0,74.0,67.0,16.9,24.3,12.4,11.2,14379
Broadwater (Richmond Valley - NSW),77.0,138.0,72.0,64.0,14.8,26.5,13.8,12.3,10580
Rileys Hill,25.0,44.0,21.0,26.0,16.3,28.8,13.7,17.0,13364
Evans Head,456.0,646.0,315.0,241.0,18.9,26.7,13.0,10.0,11469
Bungawalbin,6.0,25.0,20.0,12.0,6.1,25.3,20.2,12.1,10683
New Italy,30.0,48.0,23.0,18.0,19.4,31.0,14.8,11.6,12941
Swan Bay (Richmond Valley - NSW),33.0,57.0,25.0,23.0,18.6,32.2,14.1,13.0,13705
Doonbah,33.0,42.0,35.0,27.0,15.4,19.6,16.4,12.6,11274
Lennox Head,1176.0,1668.0,756.0,451.0,22.8,32.3,14.7,8.7,12303
Myocum,176.0,249.0,114.0,85.0,21.5,30.4,13.9,10.4,12877
Billinudgel,38.0,47.0,26.0,10.0,21.2,26.3,14.5,5.6,10355
Yelgun,16.0,19.0,19.0,7.0,18.4,21.8,21.8,8.0,14499
The Pocket,37.0,55.0,40.0,31.0,17.0,25.2,18.3,14.2,13834
Middle Pocket,19.0,32.0,22.0,13.0,15.7,26.4,18.2,10.7,12606
Main Arm,75.0,131.0,72.0,49.0,16.0,27.9,15.4,10.4,12445
Upper Main Arm,25.0,60.0,26.0,14.0,12.6,30.2,13.1,7.0,14035
Mullumbimby,587.0,770.0,422.0,300.0,20.0,26.2,14.4,10.2,12828
Mullumbimby Creek,72.0,115.0,73.0,54.0,16.1,25.7,16.3,12.1,12829
Wilsons Creek,57.0,87.0,52.0,42.0,15.3,23.4,14.0,11.3,14310
Goonengerry,56.0,87.0,53.0,31.0,18.4,28.5,17.4,10.2,11712
Huonbrook,8.0,31.0,14.0,23.0,6.6,25.4,11.5,18.9,11962
Whian Whian,20.0,30.0,24.0,20.0,17.5,26.3,21.1,17.5,14272
Yorklea,66.0,69.0,40.0,52.0,20.3,21.2,12.3,16.0,14517
Casino,1402.0,2036.0,1058.0,949.0,16.1,23.4,12.1,10.9,10843
North Casino,143.0,195.0,121.0,104.0,20.1,27.5,17.0,14.6,12987
Fairy Hill,51.0,90.0,41.0,40.0,16.5,29.0,13.2,12.9,11483
Bonalbo,35.0,64.0,35.0,46.0,11.0,20.1,11.0,14.5,10463
Coraki,159.0,220.0,130.0,113.0,15.2,21.1,12.4,10.8,11063
Mallanganee,15.0,37.0,16.0,15.0,11.1,27.4,11.9,11.1,12457
Dobies Bight,11.0,22.0,23.0,17.0,10.7,21.4,22.3,16.5,11262
Backmede,32.0,33.0,10.0,15.0,26.2,27.0,8.2,12.3,10130
Stratheden,27.0,50.0,20.0,26.0,15.4,28.6,11.4,14.9,13674
Woodview,25.0,36.0,13.0,15.0,23.6,34.0,12.3,14.2,14397
Bentley (NSW),29.0,40.0,23.0,18.0,17.9,24.7,14.2,11.1,10298
Spring Grove,53.0,101.0,48.0,53.0,16.1,30.7,14.6,16.1,13614
Greenridge,10.0,23.0,15.0,26.0,9.8,22.5,14.7,25.5,11768
McKees Hill,47.0,67.0,41.0,31.0,18.2,26.0,15.9,12.0,12543
Tatham,22.0,47.0,24.0,24.0,13.1,28.0,14.3,14.3,13773
West Coraki,20.0,25.0,14.0,10.0,18.7,23.4,13.1,9.3,14243
Ellangowan (NSW),37.0,58.0,27.0,29.0,14.1,22.1,10.3,11.1,11400
Leeville,39.0,30.0,36.0,32.0,19.2,14.8,17.7,15.8,12295
Shannon Brook,30.0,35.0,23.0,14.0,21.0,24.5,16.1,9.8,13525
Rappville,22.0,25.0,17.0,20.0,16.2,18.4,12.5,14.7,13318
Goonellabah,2221.0,2815.0,1364.0,1088.0,21.2,26.9,13.0,10.4,11711
Chilcotts Grass,38.0,65.0,23.0,17.0,20.9,35.7,12.6,9.3,10903
Eden Creek,17.0,39.0,26.0,8.0,13.1,30.0,20.0,6.2,11376
West Wiangaree,15.0,32.0,17.0,8.0,16.1,34.4,18.3,8.6,14254
Wiangaree,16.0,31.0,7.0,21.0,16.5,32.0,7.2,21.6,14283
Doubtful Creek,17.0,22.0,15.0,24.0,15.9,20.6,14.0,22.4,11282
Ettrick (NSW),23.0,17.0,18.0,18.0,21.9,16.2,17.1,17.1,11448
Kyogle,276.0,380.0,250.0,209.0,15.2,20.9,13.7,11.5,12229
Cedar Point,36.0,29.0,19.0,19.0,23.7,19.1,12.5,12.5,10871
Geneva,99.0,136.0,92.0,87.0,16.7,23.0,15.5,14.7,11599
Upper Horseshoe Creek,11.0,16.0,12.0,13.0,12.2,17.8,13.3,14.4,14028
Barkers Vale,24.0,34.0,36.0,14.0,18.2,25.8,27.3,10.6,10201
Wadeville,22.0,45.0,16.0,24.0,14.7,30.0,10.7,16.0,14082
Lillian Rock,23.0,39.0,35.0,27.0,13.1,22.2,19.9,15.3,12323
Fawcetts Plain,21.0,29.0,13.0,15.0,17.1,23.6,10.6,12.2,11498
New Park,27.0,23.0,18.0,6.0,22.1,18.9,14.8,4.9,12945
Homeleigh,11.0,23.0,17.0,14.0,11.8,24.7,18.3,15.1,11931
Cawongla,22.0,53.0,24.0,24.0,13.6,32.7,14.8,14.8,10864
Green Pigeon,16.0,28.0,26.0,23.0,11.7,20.4,19.0,16.8,11752
Collins Creek,15.0,30.0,22.0,9.0,13.6,27.3,20.0,8.2,10978
East Lismore,839.0,1100.0,445.0,377.0,20.5,26.8,10.8,9.2,11358
Lismore (NSW),631.0,781.0,318.0,253.0,20.8,25.8,10.5,8.3,12344
Lismore Heights,380.0,532.0,267.0,158.0,21.6,30.2,15.2,9.0,12345
South Lismore,311.0,424.0,188.0,120.0,20.4,27.8,12.3,7.9,13589
Girards Hill,252.0,329.0,156.0,87.0,22.9,29.9,14.2,7.9,11631
Monaltrie,40.0,55.0,27.0,21.0,22.5,30.9,15.2,11.8,12674
North Lismore,120.0,158.0,89.0,68.0,18.4,24.3,13.7,10.4,12994
Loftville,29.0,49.0,14.0,16.0,14.1,23.8,6.8,7.8,12372
Modanville,100.0,137.0,84.0,59.0,19.6,26.8,16.4,11.5,12655
Clunes (NSW),131.0,230.0,118.0,74.0,19.3,33.9,17.4,10.9,10939
Terania Creek,32.0,39.0,38.0,19.0,20.8,25.3,24.7,12.3,13794
The Channon,62.0,97.0,53.0,38.0,20.5,32.0,17.5,12.5,13816
Koonorigan,41.0,81.0,49.0,31.0,16.6,32.8,19.8,12.6,12188
Rosebank,56.0,111.0,61.0,42.0,16.2,32.2,17.7,12.2,13401
Corndale (NSW),57.0,80.0,54.0,25.0,22.1,31.0,20.9,9.7,11076
East Coraki,34.0,53.0,24.0,17.0,19.3,30.1,13.6,9.7,11347
Tregeagle,80.0,112.0,57.0,58.0,20.7,29.0,14.8,15.0,13933
Wyrallah,72.0,114.0,51.0,55.0,20.3,32.2,14.4,15.5,14449
South Gundurimba,44.0,72.0,41.0,27.0,16.7,27.4,15.6,10.3,13585
Caniaba,91.0,157.0,75.0,61.0,17.8,30.7,14.7,11.9,10790
Blakebrook,17.0,43.0,19.0,12.0,13.2,33.3,14.7,9.3,10402
Booerie Creek,9.0,42.0,12.0,14.0,6.0,28.0,8.0,9.3,10475
Goolmangar,30.0,58.0,13.0,19.0,19.9,38.4,8.6,12.6,11708
Keerrong,12.0,32.0,14.0,17.0,9.8,26.0,11.4,13.8,12083
Tullera,48.0,69.0,37.0,27.0,21.5,30.9,16.6,12.1,13956
Bexhill,75.0,136.0,49.0,58.0,19.4,35.1,12.7,15.0,10333
Richmond Hill (NSW),115.0,225.0,126.0,68.0,16.7,32.8,18.3,9.9,13361
Boat Harbour (Lismore - NSW),27.0,38.0,17.0,19.0,21.6,30.4,13.6,15.2,10424
McLeans Ridges,81.0,116.0,90.0,53.0,19.6,28.0,21.7,12.8,12545
Eltham (NSW),55.0,85.0,45.0,38.0,19.7,30.5,16.1,13.6,11409
Lindendale,41.0,61.0,33.0,20.0,20.4,30.3,16.4,10.0,12336
Nimbin,185.0,313.0,194.0,158.0,14.8,25.1,15.5,12.7,12965
Stony Chute,17.0,45.0,23.0,23.0,11.7,31.0,15.9,15.9,13667
Blue Knob,33.0,51.0,25.0,28.0,16.3,25.2,12.4,13.9,10416
Tuntable Creek,33.0,40.0,30.0,19.0,20.8,25.2,18.9,11.9,13971
Coffee Camp,20.0,56.0,28.0,32.0,11.1,31.1,15.6,17.8,10958
Tucki Tucki,22.0,38.0,19.0,8.0,16.9,29.2,14.6,6.2,13946
Larnook,36.0,74.0,44.0,49.0,12.4,25.4,15.1,16.8,12279
Georgica,34.0,68.0,35.0,13.0,16.7,33.3,17.2,6.4,11604
Jiggi,53.0,76.0,58.0,37.0,17.3,24.8,18.9,12.1,12026
Rock Valley,38.0,62.0,35.0,38.0,15.9,25.9,14.6,15.9,13378
Leycester,20.0,24.0,13.0,34.0,16.5,19.8,10.7,28.1,12314
Dunoon,122.0,180.0,90.0,49.0,21.5,31.7,15.9,8.6,11325
Dorroughby,26.0,38.0,16.0,7.0,21.8,31.9,13.4,5.9,11280
Numulgi,36.0,49.0,27.0,13.0,20.5,27.8,15.3,7.4,13041
Fingal Head,93.0,106.0,64.0,50.0,19.3,21.9,13.3,10.4,11519
Casuarina (NSW),507.0,549.0,284.0,169.0,25.7,27.8,14.4,8.6,10851
Kingscliff,1245.0,1699.0,846.0,547.0,20.1,27.5,13.7,8.8,12154
Chinderah,232.0,307.0,164.0,102.0,16.3,21.6,11.5,7.2,10905
Cudgen,144.0,182.0,108.0,76.0,21.5,27.1,16.1,11.3,11143
Murwillumbah,1128.0,1401.0,771.0,577.0,19.8,24.6,13.5,10.1,12866
South Murwillumbah,187.0,212.0,88.0,99.0,20.1,22.8,9.5,10.6,13593
