,"No Religion, so described",Catholic,Not stated,Anglican,"Christian, nfd",Buddhism,Uniting Church,Eastern Orthodox,Pentecostal,Islam,Presbyterian and Reformed,Baptist,Seventh-day Adventist,Jehovah's Witnesses,Salvation Army,Lutheran,Other Protestant,Latter-day Saints,Hinduism,Brethren,Other Spiritual Beliefs,Sikhism,Australian Aboriginal Traditional Religions,Oriental Orthodox,Nature Religions,Judaism,Other Christian,Secular Beliefs,Japanese Religions,Assyrian Apostolic,Miscellaneous Religions,"No Religion, so described (%)",Catholic (%),Not stated (%),Anglican (%),"Christian, nfd (%)",Buddhism (%),Uniting Church (%),Eastern Orthodox (%),Pentecostal (%),Islam (%),Presbyterian and Reformed (%),Baptist (%),Seventh-day Adventist (%),Jehovah's Witnesses (%),Salvation Army (%),Lutheran (%),Other Protestant (%),Latter-day Saints (%),Hinduism (%),Brethren (%),Other Spiritual Beliefs (%),Sikhism (%),Australian Aboriginal Traditional Religions (%),Oriental Orthodox (%),Nature Religions (%),Judaism (%),Other Christian (%),Secular Beliefs (%),Japanese Religions (%),Assyrian Apostolic (%),Miscellaneous Religions (%),SSC_CODE
Rhodes,"6,018","1,294","1,079",,,764,,,,,,,,,,,,,576,,,,,,,,,,,,,50.6,10.9,9.1,,,6.4,,,,,,,,,,,,,4.8,,,,,,,,,,,,,13358
Drummoyne,"3,193","3,741","1,308","1,422",,,,662,,,,,,,,,,,,,,,,,,,,,,,,26.8,31.3,11.0,11.9,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,11293
Russell Lea,"1,102","2,224",366,488,,,,304,,,,,,,,,,,,,,,,,,,,,,,,22.1,44.6,7.3,9.8,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,13447
Rodd Point,299,582,62,122,,,,114,,,,,,,,,,,,,,,,,,,,,,,,21.6,42.0,4.5,8.8,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,13391
Abbotsford (NSW),"1,270","2,070",506,549,,,,261,,,,,,,,,,,,,,,,,,,,,,,,23.7,38.6,9.4,10.2,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,10003
Chiswick,812,995,344,239,,,,117,,,,,,,,,,,,,,,,,,,,,,,,27.8,34.0,11.8,8.2,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,10910
Five Dock,"2,180","4,042",873,720,,,,412,,,,,,,,,,,,,,,,,,,,,,,,23.3,43.2,9.3,7.7,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,11530
Canada Bay,273,518,88,108,,,,56,,,,,,,,,,,,,,,,,,,,,,,,22.2,42.1,7.2,8.8,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,10785
Wareemba,285,799,119,127,,,,57,,,,,,,,,,,,,,,,,,,,,,,,18.4,51.6,7.7,8.2,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,14148
Balmain,"4,295","2,329","1,306","1,186",,,,,,,216,,,,,,,,,,,,,,,,,,,,,41.2,22.3,12.5,11.4,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,10164
Birchgrove,"1,490",699,383,422,,,,,,,49,,,,,,,,,,,,,,,,,,,,,44.9,21.1,11.5,12.7,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,10374
Woolwich,231,259,65,160,,,,22,,,,,,,,,,,,,,,,,,,,,,,,28.6,32.1,8.0,19.8,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,14412
Leichhardt (NSW),"6,007","3,857","1,604","1,194",,,,369,,,,,,,,,,,,,,,,,,,,,,,,41.1,26.4,11.0,8.2,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,12297
Lilyfield,"3,121","1,932",764,750,,,,297,,,,,,,,,,,,,,,,,,,,,,,,41.0,25.4,10.0,9.8,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,12325
Rozelle,"3,684","1,930","1,035",969,,,,197,,,,,,,,,,,,,,,,,,,,,,,,42.2,22.1,11.9,11.1,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,13435
Ashfield (NSW),"7,905","4,880","2,269",,,"1,610",,,,,,,,,,,,,"2,681",,,,,,,,,,,,,33.1,20.5,9.5,,,6.7,,,,,,,,,,,,,11.2,,,,,,,,,,,,,10098
Summer Hill (Inner West - NSW),"3,056","1,573",759,556,,257,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,21.5,10.4,7.6,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,13687
Hurlstone Park,"1,407","1,357",430,241,,,,525,,,,,,,,,,,,,,,,,,,,,,,,30.0,29.0,9.2,5.1,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,11963
Ashbury,737,"1,334",231,274,,,,416,,,,,,,,,,,,,,,,,,,,,,,,22.1,40.1,6.9,8.2,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,10093
Burwood (NSW),"7,167","2,481","1,375",,,"1,491",,,,,,,,,,,,,"1,027",,,,,,,,,,,,,44.7,15.5,8.6,,,9.3,,,,,,,,,,,,,6.4,,,,,,,,,,,,,10718
Croydon (NSW),"3,174","3,318",770,816,,515,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,31.3,7.3,7.7,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,11134
Strathfield (NSW),"6,010","5,952","2,202",,,"1,628",,,,,,,,,,,,,"4,170",,,,,,,,,,,,,23.3,23.1,8.5,,,6.3,,,,,,,,,,,,,16.2,,,,,,,,,,,,,13675
Croydon Park (NSW),"2,219","4,378",828,733,,,,775,,,,,,,,,,,,,,,,,,,,,,,,20.2,39.8,7.5,6.7,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,11135
Enfield (NSW),629,"1,013",195,144,,,,177,,,,,,,,,,,,,,,,,,,,,,,,22.2,35.8,6.9,5.1,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,11421
Burwood Heights,238,331,92,61,,,,93,,,,,,,,,,,,,,,,,,,,,,,,24.3,33.8,9.4,6.2,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,10719
Haberfield,"1,626","3,062",451,423,,,,224,,,,,,,,,,,,,,,,,,,,,,,,25.2,47.5,7.0,6.6,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,11828
Homebush West,"2,216",967,"1,199",,,626,,,,,,,,,,,,,"2,101",,,,,,,,,,,,,25.7,11.2,13.9,,,7.3,,,,,,,,,,,,,24.4,,,,,,,,,,,,,11930
Homebush (NSW),"1,700","1,289",646,,,340,,,,,,,,,,,,,"1,641",,,,,,,,,,,,,24.3,18.4,9.2,,,4.9,,,,,,,,,,,,,23.4,,,,,,,,,,,,,11929
Strathfield South,644,"1,140",280,,,,,209,,,,,,,,,,,376,,,,,,,,,,,,,18.2,32.2,7.9,,,,,5.9,,,,,,,,,,,10.6,,,,,,,,,,,,,13676
Chatswood,"10,602","3,944","2,317","1,627",,"1,728",,,,,,,,,,,,,,,,,,,,,,,,,,42.6,15.8,9.3,6.5,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,10892
North Willoughby,"1,271","1,255",318,536,,151,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,30.0,7.6,12.8,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,13016
Willoughby (NSW),"2,107","1,846",476,895,,168,,,,,,,,,,,,,,,,,,,,,,,,,,32.4,28.4,7.3,13.7,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,14303
Artarmon,"3,492","1,722",900,951,,,,,,,,,,,,,,,668,,,,,,,,,,,,,36.7,18.1,9.4,10.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,10090
Roseville,"3,272","2,149",871,"1,778",,,362,,,,,,,,,,,,,,,,,,,,,,,,,32.5,21.4,8.7,17.7,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,13412
Lane Cove North,"3,993","2,465","1,035","1,204",,,,,,,,,,,,,,,501,,,,,,,,,,,,,34.9,21.6,9.1,10.5,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,12267
Chatswood West,548,319,107,195,,,,,,,44,,,,,,,,,,,,,,,,,,,,,36.5,21.2,7.1,13.0,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,10893
Lane Cove West,721,809,152,401,,,,73,,,,,,,,,,,,,,,,,,,,,,,,27.3,30.6,5.7,15.2,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,12268
Lane Cove,"3,618","2,742",849,"1,410",,319,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,25.4,7.9,13.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,12266
Riverview (NSW),734,"1,552",209,437,,,,97,,,,,,,,,,,,,,,,,,,,,,,,22.0,46.4,6.3,13.1,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,13370
Greenwich,"1,928","1,259",568,920,,,,,,,,,,,,,,,169,,,,,,,,,,,,,34.4,22.5,10.1,16.4,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,11770
Northwood (NSW),274,287,111,189,,,33,,,,,,,,,,,,,,,,,,,,,,,,,28.2,29.5,11.4,19.4,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,13024
Longueville,478,800,114,351,,,68,,,,,,,,,,,,,,,,,,,,,,,,,23.2,38.8,5.5,17.0,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,12385
Linley Point,71,129,31,41,,,,14,,,,,,,,,,,,,,,,,,,,,,,,21.6,39.3,9.5,12.5,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,12341
St Leonards (NSW),"2,217",889,669,360,,353,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,16.2,12.2,6.5,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,13642
Naremburn,"2,178","1,409",552,828,,134,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,23.9,9.4,14.0,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,12898
Cammeray,"2,564","1,717",636,996,,,,,,,,,,,,,,,135,,,,,,,,,,,,,36.6,24.5,9.1,14.2,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,10778
Castle Cove,785,656,231,430,,,,,,,,,,,,,,,,,,,,,,67,,,,,,30.6,25.6,9.0,16.8,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,10845
Castlecrag,973,740,243,529,,,81,,,,,,,,,,,,,,,,,,,,,,,,,33.1,25.2,8.3,18.0,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,10849
Northbridge (NSW),"1,869","1,800",427,"1,222",,,,165,,,,,,,,,,,,,,,,,,,,,,,,29.4,28.3,6.7,19.2,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,13022
Middle Cove,480,364,124,179,,,34,,,,,,,,,,,,,,,,,,,,,,,,,36.0,27.3,9.3,13.4,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,12602
Willoughby East,562,537,107,345,,39,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,29.6,5.9,19.0,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,14304
Hornsby Heights,"1,955","1,400",389,"1,152",,,305,,,,,,,,,,,,,,,,,,,,,,,,,31.1,22.3,6.2,18.3,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,11937
Mount Colah,"2,182","1,641",409,"1,232",,,384,,,,,,,,,,,,,,,,,,,,,,,,,30.8,23.1,5.8,17.4,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,12750
Asquith,"1,008",727,252,577,,,,,,,,,,,,,,,148,,,,,,,,,,,,,29.7,21.4,7.4,17.0,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,10103
Hornsby,"7,356","3,918","1,859","2,219",,,,,,,,,,,,,,,"1,699",,,,,,,,,,,,,33.1,17.7,8.4,10.0,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,11936
Mount Kuring-Gai,517,315,138,326,,,91,,,,,,,,,,,,,,,,,,,,,,,,,30.1,18.3,8.0,19.0,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,12772
Cowan,239,87,55,128,26,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,13.6,8.6,20.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,11097
Berowra,"1,409",980,285,"1,012",,,223,,,,,,,,,,,,,,,,,,,,,,,,,29.9,20.8,6.0,21.5,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,10308
Brooklyn (NSW),288,117,64,140,,,25,,,,,,,,,,,,,,,,,,,,,,,,,40.0,16.2,8.9,19.4,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,10599
Berowra Heights,"1,824","1,201",327,"1,055",,,224,,,,,,,,,,,,,,,,,,,,,,,,,34.7,22.8,6.2,20.0,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,10310
Dangar Island,151,42,44,34,,,13,,,,,,,,,,,,,,,,,,,,,,,,,49.2,13.7,14.3,11.1,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,11199
Normanhurst,"1,429","1,398",363,896,,,287,,,,,,,,,,,,,,,,,,,,,,,,,26.9,26.3,6.8,16.9,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,12976
Thornleigh,"2,425","2,102",637,"1,248",,,370,,,,,,,,,,,,,,,,,,,,,,,,,28.6,24.8,7.5,14.7,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,13850
Westleigh,"1,250","1,064",284,835,,,211,,,,,,,,,,,,,,,,,,,,,,,,,28.0,23.8,6.4,18.7,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,14260
Wahroonga,"4,793","3,804","1,442","3,271",,,790,,,,,,,,,,,,,,,,,,,,,,,,,27.6,21.9,8.3,18.8,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,14085
Waitara,"1,933",967,566,497,,,,,,,,,,,,,,,781,,,,,,,,,,,,,32.5,16.3,9.5,8.4,,,,,,,,,,,,,,,13.1,,,,,,,,,,,,,14086
East Killara,"1,203",483,201,355,,154,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,16.2,6.7,11.9,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,11355
Killara (NSW),"3,756","1,871",825,"1,668",,,523,,,,,,,,,,,,,,,,,,,,,,,,,35.5,17.7,7.8,15.8,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,12129
Lindfield,"3,212","2,014",751,"1,643",,,374,,,,,,,,,,,,,,,,,,,,,,,,,32.8,20.6,7.7,16.8,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,12339
Gordon (NSW),"2,793","1,113",687,"1,152",,,369,,,,,,,,,,,,,,,,,,,,,,,,,36.4,14.5,9.0,15.0,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,11718
East Lindfield,"1,224",714,210,799,,134,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,19.2,5.7,21.5,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,11357
Roseville Chase,508,398,99,341,,,,,,,,,,,,,,,,,,,,49,,,,,,,,31.6,24.8,6.2,21.2,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,13413
Pymble,"3,465","2,033",824,"2,140",,,611,,,,,,,,,,,,,,,,,,,,,,,,,31.3,18.4,7.5,19.4,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,13281
West Pymble,"1,505","1,279",295,"1,100",,,258,,,,,,,,,,,,,,,,,,,,,,,,,28.3,24.1,5.6,20.7,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,14250
St Ives (NSW),"4,957","3,001","1,244","3,052",,,,,,,,,,,,,,,,,,,,,,"1,678",,,,,,28.6,17.3,7.2,17.6,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,13639
St Ives Chase,939,530,171,633,,,,,,,,,,,,,,,,,,,,,,217,,,,,,29.7,16.8,5.4,20.0,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,13640
Turramurra,"3,509","2,423",856,"2,443",,,671,,,,,,,,,,,,,,,,,,,,,,,,,29.5,20.3,7.2,20.5,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,13980
South Turramurra,"1,005",549,249,646,,,171,,,,,,,,,,,,,,,,,,,,,,,,,32.6,17.8,8.1,21.0,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,13598
North Turramurra,"1,035",778,536,"1,143",,,266,,,,,,,,,,,,,,,,,,,,,,,,,24.4,18.3,12.6,26.9,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,13013
Warrawee,974,470,249,661,,,170,,,,,,,,,,,,,,,,,,,,,,,,,32.6,15.7,8.3,22.1,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,14165
North Wahroonga,539,410,145,413,,,121,,,,,,,,,,,,,,,,,,,,,,,,,27.4,20.8,7.4,21.0,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,13015
Cremorne Point,876,523,292,407,,,59,,,,,,,,,,,,,,,,,,,,,,,,,36.4,21.7,12.1,16.9,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,11113
Cremorne (NSW),"3,952","2,523","1,202","1,729",,326,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,22.5,10.7,15.4,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,11112
Neutral Bay,"3,926","2,096","1,355","1,403",,301,,,,,,,,,,,,,,,,,,,,,,,,,,37.4,20.0,12.9,13.4,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,12934
Crows Nest (NSW),"1,901",955,603,532,,149,,,,,,,,,,,,,,,,,,,,,,,,,,39.7,19.9,12.6,11.1,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,11131
Wollstonecraft,"3,261","1,777",872,937,,244,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,21.3,10.5,11.3,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,14359
Waverton,"1,186",633,329,351,,90,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,21.0,10.9,11.6,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,14202
North Sydney,"2,832","1,650",961,827,,,,,,,,,,,,,,,348,,,,,,,,,,,,,36.7,21.4,12.5,10.7,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,13010
Mosman,"8,918","6,801","3,016","5,712",,,,,,,727,,,,,,,,,,,,,,,,,,,,,31.3,23.9,10.6,20.1,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,12738
Kirribilli,"1,431",817,526,515,,,,,,,86,,,,,,,,,,,,,,,,,,,,,37.4,21.4,13.8,13.5,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,12173
Kurraba Point,500,349,175,257,,,53,,,,,,,,,,,,,,,,,,,,,,,,,32.9,23.0,11.5,16.9,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,12217
Milsons Point,744,410,310,264,,77,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,19.0,14.3,12.2,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,12629
McMahons Point,883,468,309,326,,41,,,,,,,,,,,,,,,,,,,,,,,,,,38.9,20.6,13.6,14.4,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,12547
Lavender Bay,312,247,128,119,,23,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,26.4,13.7,12.7,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,12285
Seaforth (NSW),"2,458","1,925",505,"1,336",,,,172,,,,,,,,,,,,,,,,,,,,,,,,34.4,26.9,7.1,18.7,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,13509
Balgowlah Heights,"1,098",811,207,808,,,,,,,109,,,,,,,,,,,,,,,,,,,,,32.8,24.2,6.2,24.2,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,10154
Clontarf (NSW),546,407,132,372,,,,81,,,,,,,,,,,,,,,,,,,,,,,,31.5,23.4,7.6,21.4,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,10935
Balgowlah,"2,973","1,883",702,"1,361",,,,,,,187,,,,,,,,,,,,,,,,,,,,,37.4,23.7,8.8,17.1,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,10153
Manly (NSW),"6,680","3,261","1,958","2,183",,,,,,,274,,,,,,,,,,,,,,,,,,,,,42.1,20.6,12.3,13.8,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,12475
Fairlight,"2,343","1,314",537,978,,,,,,,143,,,,,,,,,,,,,,,,,,,,,40.2,22.5,9.2,16.8,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,11482
Avalon Beach,"4,262","1,919",753,"1,842",,,273,,,,,,,,,,,,,,,,,,,,,,,,,43.0,19.4,7.6,18.6,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,10111
Palm Beach (NSW),511,313,170,405,,,,,,,47,,,,,,,,,,,,,,,,,,,,,32.1,19.7,10.7,25.4,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,13132
Whale Beach,84,48,25,63,,,,,,,9,,,,,,,,,,,,,,,,,,,,,34.0,19.4,10.1,25.5,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,14267
Clareville,303,145,34,164,,,43,,,,,,,,,,,,,,,,,,,,,,,,,40.7,19.5,4.6,22.0,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,10923
Scotland Island,265,103,49,72,,,24,,,,,,,,,,,,,,,,,,,,,,,,,46.3,18.0,8.6,12.6,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,13505
Elanora Heights,"1,427","1,072",279,880,125,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7,24.6,6.4,20.2,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,11389
Ingleside,251,283,109,152,,,,,,,,32,,,,,,,,,,,,,,,,,,,,26.0,29.4,11.3,15.8,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,11979
Bayview (NSW),"1,129",732,311,875,,,145,,,,,,,,,,,,,,,,,,,,,,,,,31.2,20.2,8.6,24.2,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,10237
Church Point,352,164,96,224,,,,,,,41,,,,,,,,,,,,,,,,,,,,,35.1,16.4,9.6,22.4,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,10915
Lovett Bay,54,8,51,11,,7,,,,,,,,,,,,,,,,,,,,,,,,,,38.3,5.7,36.2,7.8,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,12397
Mona Vale,"3,265","2,618",957,"2,209",,,375,,,,,,,,,,,,,,,,,,,,,,,,,30.6,24.5,9.0,20.7,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,12672
Newport (NSW),"3,410","1,826",627,"2,043",,,296,,,,,,,,,,,,,,,,,,,,,,,,,36.7,19.7,6.7,22.0,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,12956
Bilgola Plateau,"1,398",671,205,727,,,120,,,,,,,,,,,,,,,,,,,,,,,,,39.7,19.1,5.8,20.7,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,10351
Bilgola Beach,103,53,17,37,,,10,,,,,,,,,,,,,,,,,,,,,,,,,41.5,21.4,6.9,14.9,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,10350
Warriewood,"2,111","1,994",604,"1,486",,,277,,,,,,,,,,,,,,,,,,,,,,,,,28.1,26.6,8.1,19.8,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,14173
North Narrabeen,"2,020","1,368",498,"1,093",,,136,,,,,,,,,,,,,,,,,,,,,,,,,34.5,23.4,8.5,18.7,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,12999
Beacon Hill,"2,110","2,230",527,"1,234",,,,,,,187,,,,,,,,,,,,,,,,,,,,,28.3,29.9,7.1,16.6,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,10238
Narraweena,"1,696","2,186",521,"1,087",,,182,,,,,,,,,,,,,,,,,,,,,,,,,25.7,33.2,7.9,16.5,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,12910
Cromer (NSW),"2,229","2,084",559,"1,494",,,250,,,,,,,,,,,,,,,,,,,,,,,,,29.4,27.5,7.4,19.7,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,11118
Oxford Falls,47,25,29,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,20.0,23.2,16.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,13106
Dee Why,"7,065","4,935","2,129","2,330",,946,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,22.9,9.9,10.8,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,11227
North Curl Curl,"1,371","1,082",368,838,,,90,,,,,,,,,,,,,,,,,,,,,,,,,33.5,26.4,9.0,20.5,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,12988
Forestville (NSW),"2,478","1,981",557,"1,518",268,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,23.8,6.7,18.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,11548
Killarney Heights,"1,616",927,278,771,,,122,,,,,,,,,,,,,,,,,,,,,,,,,36.0,20.7,6.2,17.2,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,12130
Frenchs Forest,"4,084","3,407",848,"2,596",,,457,,,,,,,,,,,,,,,,,,,,,,,,,30.3,25.3,6.3,19.2,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,11568
Belrose,"2,307","1,993",684,"1,876",,,391,,,,,,,,,,,,,,,,,,,,,,,,,26.3,22.7,7.8,21.4,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,10283
Davidson,934,678,145,635,,,111,,,,,,,,,,,,,,,,,,,,,,,,,32.7,23.8,5.1,22.3,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,11219
Curl Curl,827,663,324,374,,,62,,,,,,,,,,,,,,,,,,,,,,,,,34.2,27.4,13.4,15.5,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,11167
Freshwater (NSW),"3,408","2,231",846,"1,373",,,200,,,,,,,,,,,,,,,,,,,,,,,,,38.5,25.2,9.6,15.5,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,11569
Manly Vale,"2,289","1,433",555,859,,,,,,,135,,,,,,,,,,,,,,,,,,,,,37.3,23.4,9.0,14.0,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,12476
North Manly,"1,079",908,227,514,,,78,,,,,,,,,,,,,,,,,,,,,,,,,35.0,29.5,7.4,16.7,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,12997
Queenscliff (NSW),"1,473",758,361,438,,,,,,,56,,,,,,,,,,,,,,,,,,,,,43.8,22.6,10.7,13.0,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,13296
Brookvale,"1,058",835,265,329,,128,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,26.4,8.4,10.4,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,10601
Allambie Heights,"2,366","1,970",428,"1,271",,,,,,,190,,,,,,,,,,,,,,,,,,,,,33.7,28.1,6.1,18.1,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,10036
North Balgowlah,"1,391",895,206,755,,,83,,,,,,,,,,,,,,,,,,,,,,,,,38.0,24.4,5.6,20.6,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,12981
Narrabeen,"2,575","1,942",794,"1,650",,,252,,,,,,,,,,,,,,,,,,,,,,,,,31.4,23.7,9.7,20.1,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,12902
Collaroy (NSW),"2,454","2,168",750,"1,371",,,209,,,,,,,,,,,,,,,,,,,,,,,,,31.2,27.5,9.5,17.4,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,10970
Collaroy Plateau,"1,366","1,432",359,960,,,118,,,,,,,,,,,,,,,,,,,,,,,,,28.6,30.0,7.5,20.1,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,10971
