,Italian,Assyrian,Arabic,Croatian,Spanish,&nbsp;,English only spoken at home,Greek,Cantonese,Mandarin,Tagalog,Hindi,Filipino,Punjabi,Macedonian,Serbian,German,Samoan,Tongan,Polish,Maltese,Dutch,Indonesian,Thai,Korean,Japanese,Portuguese,Vietnamese,Turkish,Dari,Latvian,French,Auslan,Afrikaans,Danish,Swedish,Kannada,Armenian,Tamil,Maori (Cook Island,Hungarian,Hebrew,Russian,Norwegian,Persian,Bengali,Tswana,Khmer,Dinka,Lao,Czech,Ukrainian,Burmese,Maori (New Zealand,Teochew,Bosnian,Urdu,Sinhalese,Slovene,Malay,Zulu,Estonian,Swahili,Motu,Gujarati,"African Languages, nec",Finnish,Marathi,Albanian,"Serbo-Croatian/Yugoslavian, so described",Tokelauan,Romanian,Fijian,Hmong,Nepali,Irish,Karen,Italian (%),Assyrian (%),Arabic (%),Croatian (%),Spanish (%),&nbsp; (%),English only spoken at home (%),Greek (%),Cantonese (%),Mandarin (%),Tagalog (%),Hindi (%),Filipino (%),Punjabi (%),Macedonian (%),Serbian (%),German (%),Samoan (%),Tongan (%),Polish (%),Maltese (%),Dutch (%),Indonesian (%),Thai (%),Korean (%),Japanese (%),Portuguese (%),Vietnamese (%),Turkish (%),Dari (%),Latvian (%),French (%),Auslan (%),Afrikaans (%),Danish (%),Swedish (%),Kannada (%),Armenian (%),Tamil (%),Maori (Cook Island (%),Hungarian (%),Hebrew (%),Russian (%),Norwegian (%),Persian (%),Bengali (%),Tswana (%),Khmer (%),Dinka (%),Lao (%),Czech (%),Ukrainian (%),Burmese (%),Maori (New Zealand (%),Teochew (%),Bosnian (%),Urdu (%),Sinhalese (%),Slovene (%),Malay (%),Zulu (%),Estonian (%),Swahili (%),Motu (%),Gujarati (%),"African Languages, nec (%)",Finnish (%),Marathi (%),Albanian (%),"Serbo-Croatian/Yugoslavian, so described (%)",Tokelauan (%),Romanian (%),Fijian (%),Hmong (%),Nepali (%),Irish (%),Karen (%)
Lakemba,,,"2,877",,,&nbsp;,"2,453",808,,,,,,,,,,,,,,,,,,,,845,,,,,,,,,,,,,,,,,,"1,396",,,,,,,,,,,718,,,,,,,,,,,,,,,,,,,,,,,19.9,,,&nbsp;,17.0,5.6,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
Lalor Park,59,,209,,53,&nbsp;,"5,504",,53,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,2.9,,0.7,&nbsp;,76.8,,0.7,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lambton,36,,,29,,&nbsp;,"4,126",22,,32,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,0.6,,&nbsp;,88.1,0.5,,0.7,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Cove,96,,,,79,&nbsp;,"6,938",,285,185,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,0.9,&nbsp;,76.4,,3.1,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Cove North,,,,,83,&nbsp;,"5,821",,399,372,,,,,,,,,,,,,,,,114,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,&nbsp;,66.0,,4.5,4.2,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Cove West,32,,,,,&nbsp;,"1,692",31,81,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,&nbsp;,76.8,1.4,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lansvale,33,,135,,34,&nbsp;,964,,71,,,,,,,,,,,,,,,,,,,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,5.8,,1.5,&nbsp;,41.5,,3.1,,,,,,,,,,,,,,,,,,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lapstone,7,,,,,&nbsp;,796,,,,,,,,,,5,,,,,5,,,,,,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,&nbsp;,93.2,,,,,,,,,,0.6,,,,,0.6,,,,,,,,,,0.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender Bay,,,,,,&nbsp;,697,,14,,,,6,,,,,,,,,,,,7,9,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,76.6,,1.5,,,,0.7,,,,,,,,,,,,0.8,1.0,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leichhardt,877,,,,205,&nbsp;,"8,896",193,114,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,1.7,&nbsp;,72.6,1.6,0.9,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonay,12,,,,,&nbsp;,"2,198",,,,,,,12,,,20,,,22,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,&nbsp;,91.1,,,,,,,0.5,,,0.8,,,0.9,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lethbridge Park,,,56,,,&nbsp;,"3,550",,,,,54,36,,,,,243,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,&nbsp;,76.6,,,,,1.2,0.8,,,,,5.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leumeah,,,223,,75,&nbsp;,"6,721",,,,96,84,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,0.9,&nbsp;,77.6,,,,1.1,1.0,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewisham,65,,,,,&nbsp;,"1,902",102,57,56,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,&nbsp;,68.9,3.7,2.1,2.0,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberty Grove,,,,,36,&nbsp;,960,,171,178,,68,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,&nbsp;,47.0,,8.4,8.7,,3.3,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lidcombe,,,"1,085",,,&nbsp;,"3,205",,"1,884","1,050",,,,,,,,,,,,,,,840,,,,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,&nbsp;,22.6,,13.3,7.4,,,,,,,,,,,,,,,5.9,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilli Pilli,19,,10,13,,&nbsp;,"1,940",59,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.5,0.6,,&nbsp;,89.0,2.7,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilyfield,337,,,,68,&nbsp;,"5,109",169,44,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,&nbsp;,75.6,2.5,0.7,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindfield,57,,,,,&nbsp;,"5,512",,467,244,,,,,,,,,,,,,,,183,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,&nbsp;,75.0,,6.4,3.3,,,,,,,,,,,,,,,2.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linley Point,,,,,,&nbsp;,245,,27,17,,,,,,,9,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,&nbsp;,70.6,,7.8,4.9,,,,,,,2.6,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,
Lisarow,,,13,,19,&nbsp;,"4,934",,,12,,,,,,,17,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.4,&nbsp;,93.4,,,0.2,,,,,,,0.3,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Bay,,,,,,&nbsp;,"1,416",40,24,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,15,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,77.5,2.2,1.3,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.8,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liverpool,,,"2,654",,710,&nbsp;,"5,595",,,,,905,,,,"2,498",,,,,,,,,,,,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,3.3,&nbsp;,26.2,,,,,4.2,,,,11.7,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loftus,,,,,23,&nbsp;,"3,715",10,,,,,,,,,11,,,,,12,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,&nbsp;,93.3,0.3,,,,,,,,,0.3,,,,,0.3,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Jetty,36,,,,26,&nbsp;,"4,473",17,,,,,,,,16,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,0.5,&nbsp;,87.4,0.3,,,,,,,,0.3,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Point,,,8,7,8,&nbsp;,251,,13,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.1,2.4,&nbsp;,74.0,,3.8,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longueville,20,,,,,&nbsp;,"1,792",33,29,16,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,&nbsp;,88.0,1.6,1.4,0.8,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lugarno,116,,148,,,&nbsp;,"4,335",357,126,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.6,,,&nbsp;,76.0,6.3,2.2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurnea,185,,"1,306",,190,&nbsp;,"3,464",,,,,160,,,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,17.5,,2.5,&nbsp;,46.4,,,,,2.1,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macquarie Fields,,,521,,229,&nbsp;,"7,971",,,,,334,,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.8,&nbsp;,61.4,,,,,2.6,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macquarie Hills,,,,7,,&nbsp;,"1,893",7,,,,,,,,6,,,,12,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,&nbsp;,94.3,0.3,,,,,,,,0.3,,,,0.6,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macquarie Links,,,16,14,,&nbsp;,555,,17,,48,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.5,,&nbsp;,60.9,,1.9,,5.3,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macquarie Park,,,,,,&nbsp;,"2,732",,372,624,,80,,,,,,,,,,,,,136,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,48.8,,6.6,11.1,,1.4,,,,,,,,,,,,,2.4,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malabar,43,,,,,&nbsp;,"2,508",83,59,43,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,&nbsp;,53.5,1.8,1.3,0.9,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangerton,32,,,,,&nbsp;,"2,170",64,,29,,,,,54,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,&nbsp;,77.4,2.3,,1.0,,,,,1.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manly,112,,,,,&nbsp;,"10,457",,,,,,,,,,138,,,,,,,,106,,168,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,&nbsp;,75.0,,,,,,,,,,1.0,,,,,,,,0.8,,1.2,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manly Vale,77,,,,,&nbsp;,"3,949",,67,120,37,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,&nbsp;,77.9,,1.3,2.4,0.7,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marayong,121,,210,,,&nbsp;,"4,479",,,,228,,166,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,3.1,,,&nbsp;,65.7,,,,3.3,,2.4,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mardi,,,23,,41,&nbsp;,"2,525",,24,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,1.4,&nbsp;,86.1,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marks Point,,,,4,,&nbsp;,"1,570",,,8,7,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,&nbsp;,94.9,,,0.5,0.4,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,
Marmong Point,,,,,,&nbsp;,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maroubra,473,,,,,&nbsp;,"15,139","1,641","1,549",869,,,,,,,,,,,,,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,&nbsp;,57.0,6.2,5.8,3.3,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marrickville,,,"1,252",,,&nbsp;,"10,629","2,342",606,,,,,,,,,,,,,,,,,,671,"2,089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,&nbsp;,45.9,10.1,2.6,,,,,,,,,,,,,,,,,,2.9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsfield,380,,,,,&nbsp;,"5,796",,"1,313","1,344",,,,,,,,,,,,,219,,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,&nbsp;,48.7,,11.0,11.3,,,,,,,,,,,,,1.8,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,,,,36,,&nbsp;,"6,931",,42,,,,,,108,26,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,&nbsp;,91.2,,0.6,,,,,,1.4,0.3,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryville,6,,,,,&nbsp;,"1,162",,,,,,,6,,,,,,12,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,0.4,,,,,&nbsp;,83.5,,,,,,,0.4,,,,,,0.9,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,
Mascot,,,,,285,&nbsp;,"4,133",695,270,,,,,,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,&nbsp;,48.5,8.2,3.2,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matraville,258,,,,215,&nbsp;,"5,485",264,437,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,2.4,&nbsp;,62.4,3.0,5.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfield,80,,,,,&nbsp;,"7,788",,,,,,,,54,44,,,,41,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,&nbsp;,86.4,,,,,,,,0.6,0.5,,,,0.5,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfield East,6,,,,6,&nbsp;,"1,318",,,,,,,,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,0.4,&nbsp;,88.9,,,,,,,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfield West,13,,,,,&nbsp;,"1,488",11,,,7,,,,,,,,,12,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,&nbsp;,90.3,0.7,,,0.4,,,,,,,,,0.7,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mays Hill,,,75,,,&nbsp;,330,22,24,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,&nbsp;,47.6,3.2,3.5,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMahons Point,,,,,21,&nbsp;,"1,604",,,,,,,,,,13,,,15,,,,,,16,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,&nbsp;,78.3,,,,,,,,,,0.6,,,0.7,,,,,,0.8,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadowbank,,,52,,,&nbsp;,"1,148",,129,196,,40,,,,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,&nbsp;,42.8,,4.8,7.3,,1.5,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melrose Park,,,86,,,&nbsp;,"1,361",,110,40,,,,,,,,,,,,,,,46,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,&nbsp;,67.6,,5.5,2.0,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menai,115,,201,,,&nbsp;,"8,688",242,147,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,1.9,,,&nbsp;,80.6,2.2,1.4,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merewether,73,,,,,&nbsp;,"9,563",88,24,,,,,,27,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,92.2,0.8,0.2,,,,,,0.3,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merewether Heights,15,,6,,,&nbsp;,"1,264",16,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,1.1,,0.4,,,&nbsp;,92.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,
Merrylands,,,"4,085",,,&nbsp;,"7,575",,596,606,,,,,,,,,,,,,,,,,,,623,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,,&nbsp;,36.3,,2.9,2.9,,,,,,,,,,,,,,,,,,,3.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrylands West,130,,914,,,&nbsp;,"2,886",,124,128,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,15.7,,,&nbsp;,49.7,,2.1,2.2,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Cove,9,,,,,&nbsp;,837,,53,,,,,,,,,,,,,12,,,,16,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,&nbsp;,81.8,,5.2,,,,,,,,,,,,,1.2,,,,1.6,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miller,,,434,,68,&nbsp;,"1,571",,,,,79,,,,,,51,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,2.3,&nbsp;,52.4,,,,,2.6,,,,,,1.7,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millers Point,,,,,,&nbsp;,849,15,57,37,,,,,,,,,,,,,,,,16,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,42.2,0.7,2.8,1.8,,,,,,,,,,,,,,,,0.8,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milperra,27,,60,,,&nbsp;,"3,385",83,33,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,1.5,,,&nbsp;,87.1,2.1,0.8,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milsons Point,,,,,,&nbsp;,769,,154,73,,14,,,,,,,,,,,,,13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,49.5,,9.9,4.7,,0.9,,,,,,,,,,,,,0.8,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
