,Italian,Assyrian Neo-Aramaic,Arabic,Croatian,Spanish,&nbsp;,English only spoken at home,Households where two or more languages are spoken,Cantonese,Greek,Mandarin,Hindi,Tagalog,Punjabi,Sinhalese,Gujarati,Macedonian,Serbian,German,Samoan,Tongan,Fijian,Maltese,Indonesian,French,Filipino,Thai,Korean,Japanese,Nepali,Portuguese,Vietnamese,Turkish,Urdu,Latvian,Dutch,Afrikaans,Russian,Persian (excluding Dari,Tamil,Maori (Cook Island,Hebrew,Hungarian,Norwegian,Slovak,Gaelic (Scotland,Armenian,Danish,Khmer,Dinka,Swedish,Lao,Icelandic,Finnish,Polish,Ukrainian,Chaldean Neo-Aramaic,Dari,Maori (New Zealand,Min Nan,Swahili,Marathi,Albanian,Irish,Welsh,Estonian,Bengali,Bosnian,Kinyarwanda (Rwanda,Malay,"Celtic, nec",Auslan,"Serbo-Croatian/Yugoslavian, so described",Czech,Burmese,Karen,Tokelauan,Malayalam,Telugu,Lithuanian,Italian (%),Assyrian Neo-Aramaic (%),Arabic (%),Croatian (%),Spanish (%),&nbsp; (%),English only spoken at home (%),Households where two or more languages are spoken (%),Cantonese (%),Greek (%),Mandarin (%),Hindi (%),Tagalog (%),Punjabi (%),Sinhalese (%),Gujarati (%),Macedonian (%),Serbian (%),German (%),Samoan (%),Tongan (%),Fijian (%),Maltese (%),Indonesian (%),French (%),Filipino (%),Thai (%),Korean (%),Japanese (%),Nepali (%),Portuguese (%),Vietnamese (%),Turkish (%),Urdu (%),Latvian (%),Dutch (%),Afrikaans (%),Russian (%),Persian (excluding Dari (%),Tamil (%),Maori (Cook Island (%),Hebrew (%),Hungarian (%),Norwegian (%),Slovak (%),Gaelic (Scotland (%),Armenian (%),Danish (%),Khmer (%),Dinka (%),Swedish (%),Lao (%),Icelandic (%),Finnish (%),Polish (%),Ukrainian (%),Chaldean Neo-Aramaic (%),Dari (%),Maori (New Zealand (%),Min Nan (%),Swahili (%),Marathi (%),Albanian (%),Irish (%),Welsh (%),Estonian (%),Bengali (%),Bosnian (%),Kinyarwanda (Rwanda (%),Malay (%),"Celtic, nec (%)",Auslan (%),"Serbo-Croatian/Yugoslavian, so described (%)",Czech (%),Burmese (%),Karen (%),Tokelauan (%),Malayalam (%),Telugu (%),Lithuanian (%)
Kincumber,12,,,,25,&nbsp;,"6,414",121,16,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.4,&nbsp;,93.8,4.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kincumber South,,,,,3,&nbsp;,633,14,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0.4,&nbsp;,93.1,3.6,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,0.4,,,,,,,,,0.6,,,,,,,,,,,,,,,,
Kings Langley,140,,147,,94,&nbsp;,"7,292",737,114,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,1.6,,1.0,&nbsp;,78.7,24.5,1.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings Park,53,,33,,,&nbsp;,"2,639",281,33,34,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,1.0,,,&nbsp;,78.8,23.9,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingsford,,,,,232,&nbsp;,"5,816","2,996",813,"1,156","2,051",,,,,,,,,,,,,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,&nbsp;,41.2,59.0,5.8,8.2,14.5,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingsgrove,477,,754,,,&nbsp;,"4,478","2,424","1,015","2,134",580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,6.5,,,&nbsp;,38.9,61.8,8.8,18.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingswood,,,7,,,&nbsp;,"1,068",6,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.6,,,&nbsp;,93.9,1.6,,,0.3,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
Kirrawee,,,84,,52,&nbsp;,"7,730",435,122,89,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.6,&nbsp;,86.1,12.9,1.4,1.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirribilli,,,,,28,&nbsp;,"2,707",361,48,,70,,,,,,,,30,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,&nbsp;,73.8,19.5,1.3,,1.9,,,,,,,,0.8,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kogarah,,,,,,&nbsp;,"3,835","3,125",856,748,"1,306",,,,,,,,,,,,,,,,,,,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,,,,,,,,,,,,,,,,,,,&nbsp;,30.0,67.4,6.7,5.9,10.2,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,
Kogarah Bay,77,,116,,,&nbsp;,"1,063",335,80,325,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,5.6,,,&nbsp;,51.6,51.3,3.9,15.8,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koolewong,5,,,,,&nbsp;,710,23,6,,11,,,,,,,,13,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,&nbsp;,89.2,7.4,0.8,,1.4,,,,,,,,1.6,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koonawarra,22,,,,60,&nbsp;,"3,201",137,,20,,,,,,,35,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,1.7,&nbsp;,88.1,10.8,,0.6,,,,,,,1.0,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotara,21,,,,11,&nbsp;,"3,620",114,10,26,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.3,&nbsp;,92.4,7.7,0.3,0.7,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotara South,,,,5,,&nbsp;,"1,049",28,,,,,,,,,20,,4,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,&nbsp;,91.7,6.5,,,,,,,,,1.7,,0.3,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurnell,,,8,,8,&nbsp;,"2,048",68,,24,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.4,&nbsp;,92.5,9.3,,1.1,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Kyeemagh,18,,75,,,&nbsp;,333,158,,211,17,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,9.5,,,&nbsp;,42.1,57.0,,26.7,2.1,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Bay,,,,21,,&nbsp;,510,104,61,84,29,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,&nbsp;,60.7,40.5,7.3,10.0,3.5,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Perouse,7,,,,,&nbsp;,330,24,,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,&nbsp;,79.1,16.9,,4.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Haven,20,,,,10,&nbsp;,"3,051",100,,11,,10,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,0.3,&nbsp;,90.6,7.1,,0.3,,0.3,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Heights,221,,77,,51,&nbsp;,"1,877",557,,,,,,,,,298,,,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,2.4,,1.6,&nbsp;,57.6,45.2,,,,,,,,,9.1,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Illawarra,47,,25,,63,&nbsp;,"2,659",189,,,,,,,,,,,20,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,0.8,,2.0,&nbsp;,86.1,13.7,,,,,,,,,,,0.6,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakelands,,,,,,&nbsp;,"1,361",49,12,,,9,,,,,14,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,90.4,10.2,0.8,,,0.6,,,,,0.9,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,
Lakemba,,,"2,820",,,&nbsp;,"2,234","3,964",,776,,,,,,,,,,,,,,,,,,,,,,770,,"1,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,484",,,,,,,,,,,,,,,,18.2,,,&nbsp;,14.4,82.9,,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,
Lalor Park,,,194,,,&nbsp;,"5,307",542,48,,,84,79,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,&nbsp;,76.0,20.7,0.7,,,1.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lambton,25,,32,,27,&nbsp;,"4,366",232,,,30,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.6,,0.5,&nbsp;,87.3,11.5,,,0.6,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Cove,125,,,,120,&nbsp;,"7,042",992,288,,255,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,1.3,&nbsp;,74.3,26.1,3.0,,2.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Cove North,,,,,,&nbsp;,"6,035","1,304",422,,409,,,,,,,,,,,,,,,,,,179,,,,,,,,,,129,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,64.6,34.2,4.5,,4.4,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,1.4,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Cove West,22,,,,32,&nbsp;,"1,753",178,73,24,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.4,&nbsp;,77.9,23.4,3.2,1.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lansvale,,,166,,49,&nbsp;,885,441,85,,,,,,,,,,,,,,,,,,,,,,,731,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,2.0,&nbsp;,36.5,58.2,3.5,,,,,,,,,,,,,,,,,,,,,,,30.1,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lapstone,10,,,,8,&nbsp;,845,28,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,1.1,,,,0.9,&nbsp;,92.7,8.5,,,,,,,,,,,,,,,,,,,,,0.4,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,
Lavender Bay,13,,,,,&nbsp;,647,70,,,14,,,,,,,,17,,,,,,8,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,&nbsp;,75.8,17.3,,,1.6,,,,,,,,2.0,,,,,,0.9,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leichhardt,826,,,,246,&nbsp;,"9,982","1,490",120,212,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,1.8,&nbsp;,73.8,27.4,0.9,1.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonay,13,,,,,&nbsp;,"2,179",93,,16,,,,,,,,,20,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,&nbsp;,90.0,11.3,,0.7,,,,,,,,,0.8,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
Lethbridge Park,,,72,,,&nbsp;,"3,479",309,,,,51,,,,,,,,267,55,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,&nbsp;,74.8,20.4,,,,1.1,,,,,,,,5.7,1.2,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leumeah,,,246,,123,&nbsp;,"7,009",740,,,,112,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,2.6,,1.3,&nbsp;,74.4,21.6,,,,1.2,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,
Lewisham,56,,,,44,&nbsp;,"2,014",303,56,95,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,1.5,&nbsp;,68.8,27.7,1.9,3.2,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberty Grove,,,,,,&nbsp;,727,450,185,,224,111,,,,39,,,,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,35.5,63.7,9.0,,10.9,5.4,,,,1.9,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lidcombe,,,"1,033",,,&nbsp;,"3,297","4,096","2,068",,"1,559",,,,,,,,,,,,,,,,,"1,972",,,,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,&nbsp;,19.8,79.8,12.4,,9.4,,,,,,,,,,,,,,,,,11.8,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilli Pilli,8,,,,,&nbsp;,"1,179",37,,25,,,,,,,7,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,0.6,,,,,&nbsp;,92.0,9.3,,2.0,,,,,,,0.5,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,
Lilyfield,321,,,,68,&nbsp;,"5,703",670,68,164,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,0.9,&nbsp;,77.7,23.7,0.9,2.2,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindfield,58,,,,,&nbsp;,"6,039",882,660,,483,,,,,,,,,,,,,,,,,258,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,69.8,30.5,7.6,,5.6,,,,,,,,,,,,,,,,,3.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linley Point,13,,6,,,&nbsp;,274,42,30,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,1.5,,,&nbsp;,69.0,35.3,7.6,1.8,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisarow,,,15,,16,&nbsp;,"4,662",97,,10,,,,,,,,,12,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,0.3,&nbsp;,92.5,6.1,,0.2,,,,,,,,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Bay,,,,,34,&nbsp;,"2,082",272,68,62,62,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,&nbsp;,70.9,26.1,2.3,2.1,2.1,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liverpool,,,"3,962",,597,&nbsp;,"5,640","5,679",,,,"1,085",,,,,,"2,375",,,,,,,,,,,,,,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,2.5,&nbsp;,23.4,72.3,,,,4.5,,,,,,9.9,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loftus,,,,,21,&nbsp;,"3,714",102,,13,,,,,,,,,20,,,,,,11,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,&nbsp;,92.5,7.5,,0.3,,,,,,,,,0.5,,,,,,0.3,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Jetty,41,,,,27,&nbsp;,"5,260",167,,24,,,,,,,,17,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,0.5,&nbsp;,90.8,6.6,,0.4,,,,,,,,0.3,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Point,,,5,,6,&nbsp;,164,17,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,3.0,&nbsp;,80.8,25.8,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Longueville,24,,,,,&nbsp;,"1,812",99,44,43,26,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,&nbsp;,86.3,15.5,2.1,2.0,1.2,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lugarno,,,169,,,&nbsp;,"4,171",497,116,374,112,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,&nbsp;,75.2,26.7,2.1,6.7,2.0,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurnea,190,,"1,852",,231,&nbsp;,"3,720","1,466",,,,239,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,21.5,,2.7,&nbsp;,43.2,53.3,,,,2.8,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macquarie Fields,,,515,,,&nbsp;,"7,869","1,646",,,,451,218,,,,,,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,,,,,,,,,,,,,,,,3.9,,,&nbsp;,59.7,37.4,,,,3.4,1.7,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,
Macquarie Hills,8,,,,,&nbsp;,"2,836",55,11,8,,,,,,,8,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,&nbsp;,92.3,5.4,0.4,0.3,,,,,,,0.3,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macquarie Links,,,34,,,&nbsp;,671,137,26,,,37,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,3.1,,,&nbsp;,61.5,42.4,2.4,,,3.4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
Macquarie Park,,,,,,&nbsp;,"2,653","1,224",381,,763,132,,,,,,,,,,,,117,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,43.2,51.2,6.2,,12.4,2.1,,,,,,,,,,,,1.9,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malabar,,,,,53,&nbsp;,"2,615",319,56,72,64,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,&nbsp;,53.0,25.5,1.1,1.5,1.3,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangerton,41,,,,26,&nbsp;,"2,248",209,,70,30,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,0.9,&nbsp;,79.7,19.4,,2.5,1.1,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manly,121,,,,161,&nbsp;,"11,591","1,138",,,,,,,,,,,207,,,,,,234,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,1.1,&nbsp;,76.9,18.0,,,,,,,,,,,1.4,,,,,,1.6,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manly Vale,88,,,,,&nbsp;,"4,348",522,63,,126,,,,,,,,,,,,,,,,,80,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,&nbsp;,76.3,23.0,1.1,,2.2,,,,,,,,,,,,,,,,,1.4,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marayong,,,254,,,&nbsp;,"4,482",925,,,,194,268,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,&nbsp;,61.3,37.6,,,,2.7,3.7,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
