,People,Male,Female,Median age,Families,Average children per family for families with children,Average children per family for all families,All private dwellings,Average people per household,Median weekly household income,Median monthly mortgage repayments,Median weekly rent,Average motor vehicles per dwelling,SSC_CODE
Cootamundra,6782.0,0.488,0.512,49.0,1815.0,1.9,0.6,3254.0,2.2,910.0,1127.0,195.0,1.7,11053
Stockinbingal,374.0,0.49700000000000005,0.503,50.0,101.0,2.0,0.7,201.0,2.2,772.0,780.0,80.0,2.2,13660
Wallendbeen,260.0,0.498,0.502,52.0,83.0,1.7,0.7,146.0,2.5,1224.0,867.0,100.0,2.1,14113
Muttama,131.0,0.516,0.484,33.0,33.0,2.6,1.3,44.0,2.6,1416.0,1083.0,0.0,2.9,12870
Gundagai,1676.0,0.49100000000000005,0.509,46.0,430.0,1.9,0.6,819.0,2.3,1022.0,1181.0,180.0,1.7,11803
South Gundagai,811.0,0.519,0.48100000000000004,42.0,233.0,1.9,0.8,362.0,2.5,1073.0,1127.0,160.0,1.9,13584
Tumblong,196.0,0.527,0.473,40.0,44.0,2.3,0.9,88.0,2.3,1339.0,1390.0,76.0,2.5,13963
Mundarlo,82.0,0.47000000000000003,0.53,43.0,22.0,1.7,0.7,35.0,3.0,1833.0,3034.0,10.0,2.3,12838
Nangus,205.0,0.483,0.517,40.0,61.0,2.2,1.0,90.0,2.7,1125.0,885.0,111.0,2.2,12890
Jones Creek,107.0,0.48600000000000004,0.514,32.0,34.0,2.4,1.1,40.0,3.1,1374.0,1517.0,200.0,2.6,12040
Coolac,216.0,0.601,0.399,38.0,51.0,2.6,0.8,100.0,2.5,1089.0,650.0,67.0,2.2,11022
Burra Creek,84.0,0.494,0.506,51.0,20.0,1.9,0.8,39.0,2.0,933.0,1195.0,100.0,2.1,10699
Adjungbilly,81.0,0.48200000000000004,0.518,36.0,22.0,2.2,1.0,43.0,3.1,1375.0,975.0,0.0,2.0,10019
Darbalara,50.0,0.596,0.40399999999999997,44.0,9.0,2.0,0.4,19.0,2.4,1562.0,0.0,0.0,2.3,11204
Gobarralong,52.0,0.5,0.5,52.0,15.0,2.0,0.8,31.0,2.7,2299.0,0.0,0.0,2.6,11688
Junee,4922.0,0.5860000000000001,0.414,39.0,1002.0,1.9,0.7,1731.0,2.4,1078.0,1200.0,218.0,1.8,12046
Harefield,144.0,0.514,0.48600000000000004,34.0,46.0,2.1,1.1,55.0,3.0,1812.0,2383.0,0.0,2.9,11853
Yathella,135.0,0.479,0.521,34.0,34.0,2.7,1.5,48.0,3.2,1791.0,2000.0,0.0,2.6,14495
Junee Reefs,84.0,0.488,0.512,42.0,22.0,2.3,1.2,35.0,3.0,1874.0,1975.0,13.0,2.9,12047
Old Junee,263.0,0.46399999999999997,0.536,47.0,69.0,2.0,0.7,117.0,2.5,1444.0,1430.0,160.0,2.4,13078
Erin Vale,51.0,0.434,0.5660000000000001,40.0,16.0,3.0,1.5,23.0,2.9,2125.0,0.0,0.0,2.0,11432
Marinna,47.0,0.583,0.41700000000000004,41.0,13.0,3.0,1.1,19.0,2.7,1312.0,369.0,0.0,2.8,12491
Illabo,144.0,0.473,0.527,47.0,44.0,1.9,0.7,72.0,2.5,1050.0,1092.0,50.0,2.1,11972
Dirnaseer,76.0,0.59,0.41000000000000003,46.0,21.0,2.1,0.8,38.0,2.8,1375.0,1344.0,0.0,2.6,11260
Bethungra,164.0,0.521,0.479,53.0,48.0,1.7,0.6,87.0,2.3,725.0,975.0,0.0,2.8,10328
Wantabadgery,187.0,0.51,0.49,46.0,43.0,1.9,0.7,81.0,2.4,1268.0,1100.0,0.0,2.2,14136
Wantiool,39.0,0.512,0.488,45.0,6.0,3.0,0.6,21.0,2.2,1125.0,0.0,0.0,2.0,14138
Eurongilly,120.0,0.504,0.49600000000000005,29.0,30.0,2.2,1.5,40.0,3.4,1774.0,1425.0,140.0,2.4,11466
Temora,4693.0,0.49100000000000005,0.509,47.0,1244.0,2.0,0.7,2193.0,2.3,982.0,1200.0,183.0,1.7,13784
Pucawan,37.0,0.514,0.48600000000000004,59.0,11.0,1.0,0.3,19.0,2.5,1437.0,0.0,0.0,3.1,13267
Narraburra,62.0,0.508,0.49200000000000005,42.0,18.0,2.0,0.6,31.0,2.6,1312.0,2167.0,0.0,2.7,12904
Trungley Hall,81.0,0.493,0.507,36.0,26.0,1.5,0.6,36.0,2.7,1292.0,975.0,40.0,2.2,13941
Gidginbung,65.0,0.446,0.554,45.0,23.0,2.6,0.8,30.0,2.5,1468.0,1300.0,110.0,2.2,11615
Reefton (NSW),41.0,0.43200000000000005,0.568,45.0,9.0,2.0,1.3,13.0,2.9,2083.0,0.0,0.0,2.1,13344
Combaning,103.0,0.5710000000000001,0.429,42.0,23.0,2.3,1.1,36.0,2.9,1645.0,1704.0,0.0,2.4,10989
Grogan,90.0,0.528,0.47200000000000003,31.0,24.0,3.0,1.3,32.0,2.9,2125.0,975.0,75.0,2.7,11783
Springdale (NSW),150.0,0.523,0.47700000000000004,43.0,37.0,1.9,0.7,56.0,2.5,1062.0,1192.0,110.0,2.0,13621
Sebastopol (NSW),61.0,0.5710000000000001,0.429,49.0,16.0,1.0,0.3,33.0,2.3,2083.0,0.0,0.0,2.2,13513
Mimosa (NSW),84.0,0.517,0.483,36.0,27.0,1.8,0.9,37.0,2.4,1416.0,1289.0,0.0,2.8,12632
Quandary,44.0,0.47600000000000003,0.524,41.0,12.0,1.6,0.7,15.0,2.5,1375.0,1222.0,0.0,2.0,13289
Bectric,54.0,0.443,0.557,35.0,16.0,1.4,0.7,21.0,2.0,1312.0,0.0,40.0,2.5,10246
Tara (NSW),27.0,0.40700000000000003,0.593,59.0,11.0,0.0,0.0,14.0,2.8,1437.0,0.0,0.0,3.0,13756
Walleroobie,71.0,0.485,0.515,44.0,16.0,2.0,0.9,22.0,2.4,1375.0,0.0,40.0,2.3,14115
Lake Albert (NSW),6192.0,0.485,0.515,42.0,1751.0,2.0,0.8,2439.0,2.7,1553.0,1638.0,310.0,2.1,12238
East Wagga Wagga,237.0,0.5,0.5,42.0,64.0,1.6,0.5,120.0,2.3,1062.0,1363.0,280.0,1.7,11364
Kooringal (NSW),7227.0,0.493,0.507,36.0,1914.0,1.9,0.7,3280.0,2.4,1196.0,1387.0,250.0,1.6,12193
Gumly Gumly,312.0,0.539,0.461,43.0,80.0,1.9,0.7,115.0,2.8,1375.0,1300.0,270.0,2.2,11800
Tatton,2616.0,0.48600000000000004,0.514,37.0,660.0,2.1,1.1,912.0,2.9,2118.0,1950.0,370.0,2.0,13775
Estella,2269.0,0.456,0.544,31.0,527.0,2.0,0.8,857.0,2.7,1620.0,1733.0,350.0,2.0,11444
Boorooma,863.0,0.483,0.517,26.0,215.0,1.9,0.9,294.0,3.0,2078.0,1818.0,395.0,2.0,10501
Charles Sturt University,340.0,0.334,0.6659999999999999,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10884
North Wagga Wagga,720.0,0.528,0.47200000000000003,41.0,167.0,1.9,0.9,291.0,2.6,1379.0,1517.0,275.0,2.2,13014
Bomen,25.0,0.7140000000000001,0.28600000000000003,48.0,6.0,1.4,0.8,11.0,2.6,2166.0,3017.0,0.0,2.4,10461
Cartwrights Hill,189.0,0.561,0.439,42.0,53.0,2.0,0.9,71.0,2.9,1625.0,1517.0,305.0,2.2,10839
Springvale (Wagga Wagga - NSW),1733.0,0.51,0.49,39.0,464.0,2.2,1.3,509.0,3.4,2610.0,2167.0,260.0,2.6,13628
Lloyd,838.0,0.48200000000000004,0.518,32.0,234.0,1.9,0.9,314.0,2.8,2005.0,1800.0,380.0,2.0,12365
Bourkelands,2852.0,0.48100000000000004,0.519,34.0,787.0,2.0,0.9,1069.0,2.7,1912.0,1820.0,350.0,2.0,10523
Glenfield Park,5232.0,0.478,0.522,33.0,1428.0,1.9,0.8,2157.0,2.5,1395.0,1500.0,300.0,1.8,11665
Tolland,3357.0,0.48100000000000004,0.519,35.0,855.0,1.9,0.7,1534.0,2.4,941.0,1319.0,199.0,1.5,13887
Mount Austin,3957.0,0.48100000000000004,0.519,39.0,965.0,1.9,0.7,1772.0,2.3,914.0,1192.0,225.0,1.5,12748
Turvey Park,3329.0,0.47500000000000003,0.525,35.0,879.0,1.9,0.8,1470.0,2.5,1519.0,1517.0,300.0,1.7,13983
San Isidore,381.0,0.538,0.462,42.0,101.0,2.1,1.0,131.0,2.9,1791.0,1609.0,273.0,2.5,13469
Ashmont,3828.0,0.47200000000000003,0.528,33.0,949.0,1.9,0.8,1705.0,2.4,876.0,1235.0,200.0,1.4,10101
Wagga Wagga,7104.0,0.48,0.52,38.0,1536.0,1.7,0.4,3833.0,2.0,1195.0,1517.0,265.0,1.4,14083
Kapooka,633.0,0.67,0.33,22.0,44.0,2.3,1.5,62.0,3.2,2173.0,0.0,250.0,1.7,12068
Moorong,177.0,0.45799999999999996,0.542,30.0,38.0,2.2,1.3,56.0,3.6,2399.0,2817.0,250.0,2.1,12715
Ladysmith,352.0,0.493,0.507,46.0,92.0,2.0,0.6,147.0,2.4,1375.0,1248.0,235.0,2.1,12233
The Rock,1236.0,0.49600000000000005,0.504,46.0,321.0,2.0,0.8,510.0,2.5,1228.0,1179.0,200.0,2.2,13838
Forest Hill (NSW),2274.0,0.537,0.46299999999999997,28.0,541.0,1.9,0.9,799.0,2.7,1420.0,1330.0,280.0,1.9,11544
Collingullie,221.0,0.5,0.5,37.0,59.0,1.8,0.9,91.0,2.8,1350.0,1495.0,200.0,2.6,10976
Lockhart,1061.0,0.494,0.506,49.0,273.0,1.9,0.6,538.0,2.2,960.0,867.0,150.0,1.7,12369
Bidgeemia,31.0,0.563,0.438,49.0,8.0,0.0,0.0,14.0,1.7,1874.0,0.0,0.0,2.5,10339
Fargunyah,19.0,0.42100000000000004,0.579,45.0,4.0,0.0,0.0,12.0,1.0,1375.0,0.0,0.0,2.0,11489
Urangeline,14.0,0.467,0.533,17.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,14053
Cullivel,15.0,0.733,0.267,42.0,4.0,0.0,0.0,5.0,2.0,762.0,0.0,0.0,0.0,11152
Pleasant Hills,130.0,0.474,0.526,43.0,29.0,2.0,0.6,56.0,2.3,899.0,648.0,0.0,2.7,13228
Urangeline East,16.0,0.522,0.478,39.0,8.0,2.0,0.9,7.0,2.5,725.0,0.0,0.0,0.0,14054
Osborne (NSW),29.0,0.441,0.559,41.0,7.0,4.0,2.0,13.0,0.0,1312.0,0.0,0.0,2.5,13098
Ryan (NSW),15.0,0.667,0.33299999999999996,42.0,6.0,3.0,1.5,8.0,3.5,1874.0,0.0,0.0,0.0,13451
Wrathall,17.0,0.5,0.5,66.0,5.0,0.0,0.0,9.0,2.0,1062.0,0.0,0.0,2.0,14427
Munyabla,43.0,0.467,0.533,43.0,15.0,0.0,0.0,23.0,1.8,1624.0,0.0,0.0,2.8,12847
Ganmain,779.0,0.49100000000000005,0.509,47.0,200.0,2.2,0.8,331.0,2.5,935.0,750.0,140.0,1.8,11585
Cowabbie,17.0,0.5,0.5,41.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,11096
Matong,164.0,0.5710000000000001,0.429,51.0,38.0,1.6,0.4,70.0,2.4,1291.0,466.0,20.0,2.3,12523
Yerong Creek,352.0,0.46299999999999997,0.537,43.0,81.0,2.1,0.9,142.0,2.9,1053.0,800.0,100.0,2.3,14508
Milbrulong,94.0,0.485,0.515,43.0,27.0,1.3,0.3,48.0,1.9,1343.0,1000.0,150.0,2.1,12613
Tootool,70.0,0.5770000000000001,0.423,41.0,18.0,2.9,1.1,32.0,3.2,1145.0,0.0,0.0,2.3,13915
French Park,32.0,0.46399999999999997,0.536,34.0,7.0,2.5,1.7,10.0,4.0,1812.0,2000.0,0.0,3.1,11567
Uranquinty,909.0,0.503,0.49700000000000005,37.0,254.0,1.9,0.9,348.0,2.6,1426.0,1300.0,265.0,2.1,14055
Yarragundry,75.0,0.568,0.43200000000000005,54.0,23.0,2.0,0.2,31.0,2.4,1812.0,2173.0,210.0,3.1,14473
Brookdale (NSW),26.0,0.414,0.5860000000000001,40.0,9.0,3.0,1.5,18.0,5.0,3625.0,0.0,0.0,2.6,10595
Belfrayden,30.0,0.438,0.563,49.0,8.0,0.0,0.0,13.0,1.6,762.0,0.0,0.0,1.0,10259
Bulgary,10.0,0.368,0.632,42.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,10653
Currawarna,189.0,0.536,0.46399999999999997,39.0,46.0,2.3,0.9,79.0,2.4,1392.0,1103.0,200.0,2.0,11178
Oura,219.0,0.532,0.46799999999999997,42.0,57.0,2.0,0.8,80.0,2.8,1696.0,1733.0,150.0,2.4,13102
Eunanoreenya,169.0,0.48200000000000004,0.518,44.0,43.0,2.4,0.9,59.0,3.0,1843.0,1409.0,150.0,2.7,11457
Gobbagombalin,474.0,0.49600000000000005,0.504,27.0,129.0,1.7,0.7,186.0,2.9,2138.0,1907.0,320.0,2.2,11689
Brucedale,179.0,0.49700000000000005,0.503,43.0,52.0,2.0,1.0,64.0,2.9,2200.0,1717.0,0.0,2.6,10613
Downside,124.0,0.533,0.467,44.0,38.0,1.6,0.6,47.0,2.5,1875.0,1408.0,200.0,2.7,11285
Hillgrove (Wagga Wagga - NSW),27.0,0.68,0.32,40.0,6.0,1.0,0.2,17.0,1.8,1375.0,0.0,195.0,3.0,11908
Wallacetown,7.0,1.0,0.0,63.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,14100
Dhulura,47.0,0.455,0.545,41.0,16.0,2.6,1.5,16.0,2.6,2249.0,3667.0,0.0,3.1,11249
Euberta,139.0,0.507,0.493,46.0,36.0,1.6,0.8,56.0,2.9,2062.0,2505.0,130.0,2.9,11451
The Gap (Wagga Wagga - NSW),62.0,0.47600000000000003,0.524,46.0,15.0,2.2,1.3,31.0,3.1,1124.0,3400.0,125.0,2.5,13822
Marrar,368.0,0.523,0.47700000000000004,39.0,104.0,2.0,1.0,138.0,2.8,1476.0,1213.0,200.0,2.4,12503
Coolamon,2199.0,0.49,0.51,42.0,564.0,2.1,0.9,880.0,2.6,1304.0,1300.0,220.0,2.1,11025
Tarcutta,446.0,0.53,0.47000000000000003,46.0,105.0,1.9,0.6,220.0,2.3,1083.0,867.0,150.0,2.6,13763
Oberne Creek,46.0,0.568,0.43200000000000005,49.0,14.0,1.0,0.2,26.0,2.0,1666.0,0.0,0.0,2.9,13067
Alfredtown,109.0,0.523,0.47700000000000004,40.0,25.0,2.1,0.9,38.0,2.4,1583.0,2557.0,200.0,2.5,10032
Borambola,107.0,0.549,0.451,42.0,28.0,1.7,0.8,48.0,2.6,1562.0,2100.0,130.0,2.4,10509
Pulletop,83.0,0.554,0.446,49.0,17.0,2.0,0.9,28.0,2.7,1312.0,0.0,0.0,1.8,13271
Book Book,92.0,0.542,0.45799999999999996,43.0,27.0,2.1,0.8,41.0,2.9,1625.0,0.0,150.0,2.3,10476
Kyeamba,54.0,0.518,0.48200000000000004,36.0,14.0,2.2,1.2,24.0,2.7,974.0,700.0,200.0,2.6,12225
Burrandana,21.0,0.35700000000000004,0.643,31.0,5.0,2.0,2.0,10.0,4.0,1375.0,0.0,0.0,2.6,10704
Gregadoo,239.0,0.494,0.506,40.0,67.0,1.8,0.9,87.0,3.0,1791.0,2442.0,240.0,2.4,11773
Big Springs,117.0,0.43700000000000006,0.563,47.0,37.0,2.4,0.9,53.0,2.5,1187.0,1500.0,188.0,2.7,10345
Maxwell,90.0,0.37,0.63,39.0,26.0,2.1,1.1,30.0,3.1,1583.0,1400.0,283.0,2.3,12527
Mangoplah,309.0,0.52,0.48,42.0,76.0,1.7,0.9,109.0,3.2,1321.0,1225.0,195.0,2.4,12470
Rowan,86.0,0.488,0.512,35.0,25.0,3.0,1.8,24.0,3.1,2062.0,1300.0,0.0,2.6,13430
Gelston Park,121.0,0.538,0.462,51.0,39.0,1.7,0.7,45.0,2.6,2166.0,2200.0,0.0,2.9,11597
Berry Jerry,76.0,0.46299999999999997,0.538,42.0,20.0,2.4,0.8,32.0,2.3,1562.0,1000.0,0.0,2.1,10323
Murrulebale,43.0,0.525,0.47500000000000003,34.0,11.0,0.0,0.0,24.0,2.0,1937.0,0.0,0.0,2.2,12859
Rannock,55.0,0.508,0.49200000000000005,42.0,16.0,3.0,1.2,25.0,2.5,1374.0,0.0,0.0,3.4,13317
Methul,52.0,0.545,0.455,39.0,10.0,3.6,1.7,19.0,3.6,1374.0,0.0,0.0,2.2,12593
Berry,2667.0,0.455,0.545,56.0,746.0,1.8,0.5,1243.0,2.3,1252.0,1875.0,370.0,1.8,10322
Kangaroo Valley,879.0,0.499,0.501,52.0,245.0,1.7,0.5,494.0,2.3,1255.0,1800.0,250.0,1.9,12061
Barrengarry,200.0,0.556,0.444,44.0,48.0,2.2,1.0,96.0,2.7,1375.0,2167.0,200.0,2.1,10213
Upper Kangaroo River,122.0,0.508,0.49200000000000005,59.0,34.0,1.6,0.3,107.0,2.0,1312.0,2500.0,0.0,2.0,14030
Woodhill (NSW),72.0,0.456,0.544,62.0,21.0,1.0,0.2,62.0,1.7,1416.0,2159.0,0.0,2.0,14385
Broughton (NSW),87.0,0.495,0.505,50.0,27.0,1.6,0.8,38.0,2.7,1625.0,1791.0,450.0,2.0,10605
Broughton Vale,165.0,0.49700000000000005,0.503,59.0,54.0,1.9,0.4,100.0,2.3,1541.0,1517.0,0.0,2.1,10606
Brogers Creek,39.0,0.48600000000000004,0.514,62.0,9.0,1.0,0.2,32.0,1.8,1125.0,953.0,0.0,1.9,10588
Wattamolla,61.0,0.536,0.46399999999999997,59.0,16.0,1.0,0.3,44.0,2.6,1124.0,1184.0,0.0,2.0,14189
Bellawongarah,127.0,0.527,0.473,60.0,35.0,1.3,0.5,72.0,2.4,2166.0,1618.0,0.0,2.4,10267
Beaumont (NSW),125.0,0.49200000000000005,0.508,57.0,32.0,2.0,0.4,65.0,2.3,1875.0,950.0,0.0,2.0,10242
Berry Mountain,28.0,0.519,0.48100000000000004,67.0,13.0,0.0,0.0,26.0,2.0,1249.0,0.0,0.0,2.0,10324
Bundewallah,48.0,0.551,0.449,64.0,12.0,1.0,0.1,33.0,1.8,1375.0,1863.0,0.0,2.0,10675
Far Meadow,215.0,0.47700000000000004,0.523,55.0,61.0,1.7,0.6,98.0,2.3,1625.0,2000.0,208.0,2.4,11488
Back Forest,84.0,0.488,0.512,50.0,21.0,1.6,0.5,31.0,2.5,1875.0,3640.0,0.0,1.9,10129
Coolangatta (NSW),329.0,0.545,0.455,45.0,90.0,2.2,1.1,126.0,3.2,2038.0,1800.0,265.0,2.2,11026
Jaspers Brush,359.0,0.489,0.511,53.0,102.0,1.6,0.5,167.0,2.4,1531.0,2062.0,250.0,2.2,12002
Budgong,68.0,0.473,0.527,59.0,18.0,1.5,0.3,42.0,1.8,933.0,2188.0,0.0,1.7,10644
Red Rocks,6.0,0.0,1.0,35.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13335
Illaroo,34.0,0.528,0.47200000000000003,40.0,10.0,3.0,1.4,17.0,3.7,2083.0,0.0,0.0,2.0,11973
Browns Mountain,21.0,0.47100000000000003,0.529,57.0,7.0,0.0,0.0,9.0,2.9,1749.0,0.0,0.0,2.1,10611
Shoalhaven Heads,3059.0,0.494,0.506,56.0,834.0,1.7,0.4,1703.0,2.1,842.0,1733.0,300.0,1.5,13540
Callala Bay,2196.0,0.501,0.499,48.0,638.0,1.9,0.7,1239.0,2.5,1024.0,1517.0,330.0,1.9,10757
Wollumboola,28.0,0.6070000000000001,0.39299999999999996,54.0,4.0,2.0,0.8,12.0,1.9,1062.0,0.0,0.0,1.5,14360
Callala Beach,803.0,0.507,0.493,53.0,207.0,1.8,0.5,998.0,2.3,897.0,1509.0,330.0,1.7,10758
Comberton,31.0,0.536,0.46399999999999997,52.0,6.0,1.3,1.0,7.0,3.0,949.0,0.0,0.0,3.0,10991
Currarong,452.0,0.53,0.47000000000000003,59.0,127.0,1.4,0.4,558.0,2.2,844.0,1625.0,270.0,1.7,11176
Myola (NSW),107.0,0.48600000000000004,0.514,65.0,27.0,1.0,0.1,105.0,1.8,816.0,1733.0,0.0,1.7,12878
Orient Point,611.0,0.526,0.474,51.0,165.0,1.8,0.5,369.0,2.2,862.0,1517.0,240.0,1.5,13096
Culburra Beach,2874.0,0.501,0.499,53.0,769.0,1.7,0.5,2134.0,2.2,941.0,1517.0,290.0,1.7,11146
Greenwell Point,1209.0,0.528,0.47200000000000003,58.0,360.0,1.6,0.4,744.0,2.0,876.0,1517.0,238.0,1.7,11769
Mayfield (Shoalhaven - NSW),37.0,0.629,0.371,34.0,9.0,2.0,2.0,14.0,4.0,2874.0,0.0,0.0,2.3,12533
Pyree,101.0,0.505,0.495,49.0,30.0,1.5,0.5,45.0,2.7,1125.0,1921.0,270.0,1.9,13283
Numbaa,111.0,0.549,0.451,45.0,33.0,1.8,0.6,54.0,2.8,1303.0,1175.0,155.0,1.8,13035
Comerong Island,12.0,0.4,0.6,52.0,0.0,0.0,0.0,15.0,2.0,1187.0,0.0,0.0,0.0,10994
Jerrawangala,70.0,0.47100000000000003,0.529,35.0,15.0,1.5,0.5,24.0,2.8,1437.0,2037.0,0.0,2.1,12019
Sassafras (NSW),31.0,0.47100000000000003,0.529,59.0,10.0,0.0,0.0,27.0,1.6,1125.0,0.0,0.0,1.7,13493
Pointer Mountain,9.0,1.0,0.0,48.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,13235
Huskisson,786.0,0.483,0.517,57.0,200.0,1.4,0.3,695.0,1.8,864.0,1560.0,248.0,1.5,11966
Vincentia,3290.0,0.48,0.52,50.0,950.0,1.7,0.5,2393.0,2.2,1252.0,1800.0,330.0,1.7,14075
Hyams Beach,112.0,0.49100000000000005,0.509,66.0,36.0,0.0,0.0,255.0,1.7,1156.0,2669.0,0.0,1.5,11967
Bomaderry,6661.0,0.489,0.511,45.0,1746.0,1.8,0.6,3118.0,2.2,927.0,1408.0,250.0,1.6,10453
Cambewarra,238.0,0.5,0.5,49.0,67.0,1.8,0.6,107.0,2.6,1937.0,2334.0,350.0,2.6,10763
North Nowra,5794.0,0.48700000000000004,0.513,41.0,1518.0,1.9,0.7,2421.0,2.5,1159.0,1600.0,300.0,1.8,13000
Bangalee (NSW),657.0,0.495,0.505,50.0,201.0,1.7,0.7,261.0,2.5,1916.0,2065.0,300.0,2.3,10173
Watersleigh,24.0,0.5860000000000001,0.414,58.0,11.0,1.0,0.3,11.0,2.8,1687.0,0.0,0.0,2.0,14184
Bolong,104.0,0.5,0.5,33.0,27.0,1.7,0.7,38.0,2.6,1468.0,1907.0,220.0,2.2,10448
Meroo Meadow,472.0,0.495,0.505,44.0,140.0,1.8,0.8,197.0,2.7,1895.0,2167.0,350.0,2.3,12579
Cambewarra Village,1189.0,0.49700000000000005,0.503,39.0,340.0,2.0,1.1,416.0,2.9,1875.0,1733.0,420.0,2.3,10764
Tapitallee,612.0,0.507,0.493,49.0,185.0,1.9,0.7,244.0,2.7,2052.0,1777.0,405.0,2.4,13755
Worrigee,5068.0,0.483,0.517,32.0,1367.0,2.0,1.0,1888.0,2.9,1350.0,1693.0,325.0,2.0,14423
Nowra,9193.0,0.479,0.521,43.0,2191.0,1.9,0.6,4317.0,2.2,808.0,1300.0,214.0,1.4,13028
Yerriyong,25.0,0.5,0.5,50.0,9.0,0.0,0.0,11.0,2.3,1375.0,1522.0,0.0,2.0,14511
Nowra Hill,2095.0,0.6990000000000001,0.30100000000000005,35.0,335.0,2.0,1.0,394.0,3.1,1772.0,1900.0,285.0,2.7,13029
West Nowra,1406.0,0.48600000000000004,0.514,33.0,388.0,1.8,0.8,568.0,2.6,1192.0,1408.0,300.0,1.7,14248
Mundamia,70.0,0.549,0.451,53.0,16.0,1.4,0.5,32.0,2.5,1375.0,1127.0,160.0,2.3,12837
Terara,234.0,0.509,0.49100000000000005,55.0,64.0,1.4,0.3,128.0,1.7,900.0,854.0,200.0,1.5,13795
Brundee,47.0,0.51,0.49,43.0,16.0,2.0,0.8,15.0,2.2,1187.0,0.0,150.0,1.9,10617
South Nowra,1928.0,0.48,0.52,32.0,497.0,1.9,0.8,743.0,2.7,1330.0,1733.0,300.0,1.8,13594
St Georges Basin,2913.0,0.48,0.52,50.0,808.0,1.8,0.6,1440.0,2.4,955.0,1500.0,300.0,1.8,13636
Worrowing Heights,506.0,0.438,0.562,77.0,127.0,1.5,0.1,233.0,1.7,770.0,1734.0,105.0,1.3,14424
Basin View,1554.0,0.47700000000000004,0.523,45.0,398.0,1.9,0.7,757.0,2.5,970.0,1317.0,300.0,2.0,10223
Sanctuary Point,7225.0,0.48600000000000004,0.514,48.0,2008.0,1.8,0.6,4169.0,2.3,857.0,1300.0,280.0,1.6,13472
Erowal Bay,623.0,0.523,0.47700000000000004,47.0,183.0,1.8,0.5,425.0,2.4,1093.0,1636.0,300.0,1.8,11436
Bream Beach,13.0,0.636,0.364,41.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10558
Wrights Beach,132.0,0.538,0.462,51.0,39.0,1.9,0.5,72.0,2.4,1093.0,1695.0,290.0,1.8,14428
Old Erowal Bay,1038.0,0.484,0.516,41.0,279.0,1.8,0.7,523.0,2.5,918.0,1250.0,290.0,1.7,13075
Sussex Inlet,3575.0,0.504,0.49600000000000005,60.0,1007.0,1.7,0.4,2429.0,2.0,768.0,1300.0,250.0,1.6,13700
Swanhaven,193.0,0.495,0.505,59.0,49.0,1.7,0.5,141.0,2.0,734.0,1213.0,220.0,1.6,13709
Berrara,297.0,0.485,0.515,54.0,89.0,1.7,0.6,341.0,2.3,891.0,1100.0,250.0,2.0,10313
Cudmirrah,275.0,0.538,0.462,52.0,84.0,1.6,0.4,235.0,2.2,915.0,1200.0,240.0,1.6,11145
Falls Creek (NSW),935.0,0.533,0.467,47.0,274.0,1.8,0.7,369.0,2.8,1478.0,1975.0,300.0,2.4,11487
Tomerong,1065.0,0.51,0.49,44.0,305.0,1.8,0.7,440.0,2.7,1354.0,1733.0,230.0,2.2,13894
Wandandian,326.0,0.485,0.515,44.0,97.0,1.9,0.8,108.0,2.8,1642.0,1600.0,240.0,2.5,14127
Bewong,83.0,0.47700000000000004,0.523,46.0,18.0,2.0,0.6,38.0,2.9,1187.0,1473.0,125.0,2.0,10332
Woollamia,560.0,0.499,0.501,51.0,174.0,1.7,0.6,305.0,2.4,1354.0,1571.0,213.0,2.2,14405
Bamarang,29.0,0.478,0.522,47.0,3.0,0.0,0.0,5.0,4.0,1625.0,0.0,0.0,4.0,10169
Parma,169.0,0.485,0.515,48.0,54.0,2.1,0.8,67.0,2.6,1406.0,1571.0,200.0,2.2,13155
Longreach (NSW),64.0,0.435,0.5650000000000001,52.0,19.0,1.4,0.6,28.0,2.7,2562.0,1950.0,0.0,2.4,12384
Barringella,31.0,0.5,0.5,43.0,9.0,2.0,0.7,15.0,2.3,1012.0,0.0,0.0,3.1,10215
Burrier,44.0,0.5710000000000001,0.429,50.0,9.0,2.0,0.3,25.0,2.6,1312.0,1560.0,0.0,1.7,10711
Ulladulla,6615.0,0.483,0.517,51.0,1834.0,1.9,0.6,3394.0,2.2,813.0,1500.0,290.0,1.6,14003
Kings Point,553.0,0.465,0.535,46.0,169.0,1.8,0.7,289.0,2.5,1076.0,1339.0,330.0,1.9,12153
Burrill Lake,1465.0,0.49700000000000005,0.503,52.0,407.0,1.7,0.5,875.0,2.2,864.0,1400.0,270.0,1.7,10712
Dolphin Point,204.0,0.515,0.485,54.0,51.0,1.5,0.5,148.0,1.9,880.0,1517.0,320.0,1.7,11269
